Headliner,Count,Total_Gross,Tickets_Sold,Avg_Ticket_Price
"Toad The Wet Sprocket, Gin Blossoms",1,155660.93,1804,86.29
Alan Doyle,2,155589.72,3295,46.64
FLETCHER,3,154425.88,5601,27.98
"""The Rock 2000""",1,154334.78,4410,35.0
Highly Suspect,1,154237.46,3398,45.39
"""Galway Summer Sessions"", The 2 Johnnies",1,152257.44,2299,66.23
James Blake,1,151716.84,4453,34.07
Diana Krall,1,151094.0,1069,141.34
DJ Sara Landry,1,150538.75,2834,53.12
Jonathan Van Ness,2,150190.0,2111,72.85
"Alex Cooper ""Call Her Daddy"" Podcast",1,150164.5,2012,74.63
"""Harry Potter Y El Caliz De Fuego En Concerto""",1,149629.68,4479,33.41
Gipsy Kings feat. Tonino Baliardo,1,149465.0,1948,76.73
Marc Rebillet,1,148939.57,2708,55.0
Milky Chance,2,148930.93,3276,48.41
Evan Honer,13,148884.43,7144,20.47
††† (Crosses),1,147714.9,2964,49.84
Yeat,1,147710.5,2807,52.62
Sal Vulcano,1,147197.5,2129,69.14
Damas Gratis ,1,147084.23,3291,44.69
Dogstar,3,146865.89,3955,34.8
Sex Pistols,1,146730.66,2273,64.55
Regina Spektor,1,145899.0,2254,64.73
Johnny Mathis,1,145860.0,1435,101.64
Jorge Lozano,1,145409.15,3035,47.91
"""The Night Joe Dolan's Car Broke Down""",6,144135.9,3872,35.79
O.M.D.,2,142238.58,2099,71.94
"""Green Day Friends &amp; Family""",3,142205.0,3324,46.19
Lasso,1,141841.15,3014,47.06
Gladys Knight,1,141691.0,2069,68.48
Social Distortion,2,141511.1,3190,44.49
Ride,3,141283.25,3187,44.49
"Angelica Vale, Angelica Maria",1,141207.0,1851,76.29
Alex Edelman,1,141137.5,2686,52.55
Dirtbirds (Comedian),4,140900.22,3800,37.0
"Band Of Horses, City and Colour",1,140511.6,2602,54.0
"The Temptations, The Four Tops",1,140448.0,1713,81.99
Rickey Smiley,2,140144.0,2558,54.69
Jack White,2,139825.88,1360,97.95
Leslie Odom Jr.,1,139571.0,1519,91.88
Eddie Griffin,1,138568.0,2626,52.77
James,1,138489.88,2228,62.16
Laura Ramoso,4,138471.11,3835,35.78
Matt Mathews,2,138369.5,2837,49.02
Tenille Townes,6,138089.66,4408,31.04
DJ Shadow,4,138075.79,3688,37.35
Jon Anderson,1,138068.0,1635,84.45
Direct from Sweden – The Music of ABBA,1,136727.5,3692,37.03
TIMØ	,4,136063.76,3788,32.0
Silvana Estrada,2,135600.62,7206,18.49
Kika Edgar,2,135579.01,3366,55.64
Inhaler,1,135385.0,3500,38.68
Royel Otis,4,135215.06,5031,26.39
Los Tres,2,134845.46,3739,35.02
Russell Crowe,2,134620.57,1842,73.36
Summer Salt,5,133880.65,4225,30.96
The Everyday People,1,133769.0,3550,37.68
Tom Papa,3,133660.7,2782,46.78
Amerie,1,133645.0,2581,51.78
Mannheim Steamroller,1,133385.0,2062,64.69
Mr. Big,3,132305.57,2925,45.34
"""Elsie Fest""",1,132275.0,2372,55.77
Rag N Bone Man,1,132097.03,2545,51.9
Steven Bartlett,1,131716.23,1764,74.67
6LACK,2,131104.59,3523,37.0
Rob Lamberti,2,130990.64,2544,51.5
Chevelle,2,130647.72,3062,42.66
Cruz Cafuné,2,130565.93,3090,42.94
Diplo,1,130309.5,4700,27.73
The Decemberists,1,129645.0,1850,70.08
Cast,5,128986.85,3613,34.97
Natalie MacMaster and Donnell Leahy,2,128010.95,3533,36.19
KC &amp; The Sunshine Band,1,127652.0,1637,77.98
Wyatt Flores,2,127209.0,3756,33.52
Metalocalypse: Dethklok,2,127206.0,2555,49.08
"Rick Springfield, Richard Marx",1,126864.23,1069,118.68
Merol,1,126736.63,3955,32.04
Dillinger Escape Plan,1,126400.0,2720,46.47
Eric Nam,2,126381.49,3204,39.44
Atsuko Okatsuka,1,125730.66,3068,40.98
Mammoth,3,125721.0,3427,37.25
Barenaked Ladies,2,125383.64,3024,40.9
Leonid &amp; Friends,2,125188.0,2516,49.64
Nurse John,1,124900.0,3034,41.17
The 502s,4,124799.66,4512,26.88
"""Blippi On Tour""",3,124750.3,2601,47.62
Public Service Broadcasting,2,124583.46,2772,45.34
Black Violin,2,124557.5,2664,46.74
Angus &amp; Julia Stone,1,124383.48,2224,55.93
"""Danny Go!""",2,123372.25,2138,57.7
David Essex,1,123007.21,1848,66.56
DJ Spoony,1,122994.56,2895,42.49
Impractical Jokers ,1,122554.0,3637,33.7
Confidence Man,2,121981.66,3559,34.26
Desi Banks,2,121472.64,2109,57.57
Bill Bellamy,1,121102.0,2344,51.66
Apocalyptica,2,120591.12,2241,50.33
Pratibha Jena Singh,1,119110.76,2036,58.5
Griff,2,119030.0,3668,32.15
Russell Peters,1,118933.87,1661,71.6
"""I'm Grand Mam""",6,118765.83,3264,37.71
Carlos Cuevas,1,118548.13,2929,40.47
Zakir Khan,2,118328.65,2257,52.49
Marilyn Manson,1,117608.0,1706,68.94
Therapy?,3,117558.87,2638,43.77
Chico Bean,2,117139.0,2882,38.0
Say Anything,2,116421.81,2638,42.99
The Mountain Goats,2,116394.0,2697,42.56
Ian Munsick,1,115841.0,1996,58.04
Deacon Blue,1,115834.62,1790,64.71
"""Here's The Thing"" with Alec Baldwin",1,115225.5,2170,53.1
Ryan Hamilton,1,114885.0,2499,45.97
Wardruna,1,114254.48,1781,64.15
Sleater-Kinney,2,113985.81,2448,48.11
The Flaming Lips,1,113777.0,1854,61.37
That Mexican Ot,2,113663.5,3291,34.62
Mark Normand,1,113107.25,1825,61.98
Pink Sweat$,3,112360.0,3539,31.76
Oneohtrix Point Never,1,112084.0,2640,42.46
Los Cafres,2,111945.72,3448,29.82
"""Help I Sexted My Boss""",2,111882.53,2590,43.36
LosPetitFellas,1,111631.26,2774,40.24
jxdn,4,111254.4,2836,42.84
Silversun Pickups,3,111188.5,2895,39.62
Elvira Sastre,1,111098.9,2393,46.43
Tumua Tuinei,1,110609.0,1729,63.97
Yelawolf,1,109854.81,2504,43.87
The Fab Faux,1,109828.55,1069,102.74
Jo Dee Messina,1,109822.5,2190,50.15
ANOHNI and the Johnsons,1,109572.62,1875,58.44
Nothing More,2,109207.0,2518,42.43
Cat Power,1,108939.9,2400,45.39
Liquid Stranger,2,108871.0,3184,33.25
"""The Happy Together Tour"", The Turtles feat. Flo &amp; Eddie",1,108447.0,1682,64.48
"""Spencer &amp; Vogue - Podcast""",4,108412.74,2219,47.86
"""Galway Summer Sessions"", Belters Only",1,107916.73,1649,65.44
Miles Kane,5,107833.84,2998,36.45
Jimmy Sea,1,107720.83,1963,54.88
Plastilina Mosh,1,107566.39,3036,35.43
"""Netflix Is A Joke"", Mae Martin, Brett Goldstein",1,107543.0,1333,80.68
Pecos &amp; The Rooftops,7,107401.75,4824,22.46
Nina Pastori,2,107204.42,940,114.02
Local Natives,4,107177.91,3180,33.56
Future Islands,2,107133.2,3085,34.72
Polo G,2,106678.96,2969,35.13
Dru Hill,1,106224.0,1556,68.27
Stayin' Alive - The Bee Gees Tribute,2,106219.1,2407,48.08
Emperor,1,106208.27,1565,67.86
Pablo López,1,106040.1,1836,57.76
Gary Numan,1,104681.79,2197,47.65
Tash Sultana,1,104495.0,1519,68.79
Nurse Blake,2,104441.5,1986,52.66
Joss Stone,2,104335.25,1447,70.96
The Jim Cuddy Band,3,104038.22,2107,48.55
Simple Plan,1,103842.0,2530,41.04
Mudvayne,1,103794.0,2048,50.68
Static-X,1,103749.0,2418,42.91
Burton Cummings,1,103593.0,1668,62.11
Brian Culbertson,2,103536.67,2212,46.18
Richard Dawkins,1,103518.6,1280,80.87
Darren Kiely,5,103222.8,3752,24.45
Tino El Pingüino,1,103018.9,4611,22.34
Little River Band,1,102995.0,1799,57.25
El Haragan,1,102981.1,3793,27.15
Romesh Ranganathan,1,102930.58,2441,42.17
Guster,1,102735.0,2290,44.86
TesseracT,4,102402.54,3000,34.33
Los Rumberos,2,102292.97,3166,31.57
Alvvays,2,102263.99,3556,28.73
Hot Dub Time Machine,1,102263.45,1965,52.04
Artemas,5,102130.54,4080,22.64
Katherine Ryan,3,101972.38,2882,35.57
Buena Vista Social Club Orchestra,2,101375.98,2146,48.42
Stayin' Alive - The Ultimate Trib. to Bee Gees,3,101322.0,2029,50.77
"Damian Marley, Stephen Marley",1,101212.22,2200,46.01
The War On Drugs,1,101082.26,1800,56.16
Kevin Herrera,2,101003.2,2138,47.24
Our House - The Music of CSNY,3,100370.0,2364,42.24
Warren Zeiders,2,100291.91,3640,27.52
Lil Yachty,1,100279.3,2038,49.2
Qveen Herby,2,99920.0,2486,38.75
Ricardo O' Farrill,1,99846.15,2982,33.48
Jessica Audiffred,1,99422.16,3637,27.34
David Spade,1,99393.0,1603,62.0
Kikuo,3,98760.81,2536,38.77
SLANDER,1,98546.5,1952,50.48
Diamante Electrico,2,98067.78,3033,27.74
Amyl and the Sniffers,2,97817.59,2949,32.27
Steve Treviño,2,97754.0,1805,54.22
Toto,1,97690.0,1408,69.38
Tommy Dobeck,1,97372.0,1633,59.63
"""Remind GNP""",2,97267.08,12582,21.55
The Used,1,96465.51,2448,39.41
Myles Kennedy,2,96411.8,2150,42.54
Elderbrook,2,96008.36,3046,30.6
"""Staying Relevant Live""",1,95901.42,1837,52.21
"The Righteous Brothers, Bill Medley &amp; Bucky Heard",2,95844.75,1700,56.3
La Mafia,1,95805.89,1878,51.01
"""Last Podcast On The Left""",1,95798.0,2060,46.5
Darcy &amp; Jer,4,95527.33,2167,43.11
Offset,1,95326.0,1665,57.25
Travis Tritt,1,95263.5,1595,59.73
Beth Hart,1,95053.0,1434,66.29
"""Páramo Celebra""",1,95008.17,2773,34.26
Whitney Cummings,1,94989.2,2072,45.84
Switchfoot,3,94879.5,2668,38.59
Colde,2,94594.0,2268,41.74
Kevin Bloody Wilson,6,94509.33,2340,40.04
Hot Tuna,1,94475.5,1069,88.38
"Skid Row, Lzzy Hale",1,94345.0,2084,45.27
"David Foster, Katharine McPhee",1,93988.56,1206,77.93
Corinne Bailey Rae,1,93230.0,1377,67.71
"""Netflix Is A Joke"", ""Let There Be Laughs""",1,92964.2,1180,78.78
Yellowcard,1,92903.47,1902,48.85
Dethklok,1,92552.0,2143,43.19
"""The Magic of Motown""",2,92521.67,2071,44.72
Roy Wood Jr.,2,92080.0,2200,41.85
Orbital,1,91821.66,1900,48.33
"""Worship Live Holiday Tour""",1,91571.0,1539,59.5
Kip Moore,1,91411.0,2434,37.56
Citizen Soldier,4,91349.0,3763,24.52
Bootleg Beatles,2,91330.43,2400,36.18
"""Seven Drunken Nights""",3,91055.89,2431,37.31
YoSoyMatt,1,90797.56,2488,36.49
Three Dog Night,1,90647.0,1494,60.67
MAN WITH A MISSION,1,90350.17,2252,40.12
Ashnikko,2,90323.19,1432,63.81
Joe Jackson,2,89894.99,1730,52.62
Dustin Lynch,1,89774.0,2328,38.56
Old Crow Medicine Show,1,89654.38,1893,47.36
Lee Brice,1,89507.0,1956,45.76
Yung Beef,1,89315.46,2286,39.07
Ginuwine,2,89303.0,1810,51.16
Mike Dean,1,89293.5,2257,39.56
Thee Sacred Souls,2,89154.55,2127,41.32
Natalie Jane,10,89016.59,4335,20.59
Craig Ferguson,2,88620.13,1629,50.26
Kenny G,1,88620.0,1220,72.64
David Gray,1,88455.02,1488,59.45
"""Netflix Is A Joke"", ""85 South Live Comedy Tour""",1,88186.25,1158,76.15
Tracy Morgan,1,88062.5,1069,82.38
The Nude Party,2,87838.0,2763,29.7
Passenger,1,87272.0,2072,42.12
Trophy Eyes,1,86847.02,1905,45.59
Stayin' Alive: One Night of the Bee Gees,2,86698.0,1995,45.18
The Harlem Globetrotters,1,86679.0,1940,44.68
Duff McKagan,2,86495.22,1351,63.81
In Flames,2,86489.23,2339,34.56
Dublin Oldschool,2,86374.76,2088,41.26
Allen Stone,2,86193.0,2264,36.96
Fat Freddy's Drop,1,86029.57,1631,52.75
Destripando la Historia,1,85987.41,1923,44.72
Beth Gibbons &amp; Rustin' Man,1,85904.18,1736,49.48
Sammy Rae &amp; The Friends,3,85828.05,2418,36.33
Beres Hammond,1,85535.2,1573,54.38
"""Girls Gotta Eat"" - Live Podcast",1,84922.0,1490,56.99
Gondwana,1,84856.57,2287,37.1
Ashley McBryde,2,84642.05,2082,44.88
"Tyler Henry, The Hollywood Medium",1,84506.8,903,93.58
Jenny Lewis,2,84383.0,1699,45.4
The Academic,2,84147.59,2904,28.35
LA LOM,5,84009.67,3144,25.21
Pvris,2,83763.0,2323,36.08
The Mars Volta,1,83634.0,1493,56.02
SiR,1,83185.5,2369,35.11
Rostros Ocultos,1,82685.87,1934,42.75
"""Shrek The Musical""",1,82659.0,1211,68.26
"Jerry Harrison, Adrian Belew",2,82658.6,1569,51.72
You Me At Six,1,82631.39,1879,43.98
Sea Girls,3,82480.35,2598,30.93
Marc Maron,2,82443.0,1411,58.24
DRAMA,2,82268.5,2870,28.71
moe.,1,81702.12,2159,37.84
Andrew Dice Clay,1,81560.75,1069,76.3
From Ashes To New ,3,81454.0,2337,34.86
"La Garfield, La Garfield",1,81228.66,2868,28.32
Majo Aguilar,1,81006.95,5726,14.15
Artem Pivovarov,1,80812.2,1150,70.27
Kodaline,1,80672.06,1766,45.68
Mahalia,4,80376.6,2855,28.77
Example,1,80351.81,2550,31.51
Allison,1,80084.67,2910,27.52
Darius Rucker,2,80084.3,1634,49.36
"Nathan Evans, Saint Phnx",7,79785.45,3496,22.83
IAM,1,79582.96,1982,40.15
Almost Queen - Trib. To Queen,1,79412.75,1277,62.19
Good Kid,3,79246.7,2856,27.53
Raver Tots,1,79089.63,2842,27.83
Ricky Montgomery,3,78214.97,2896,26.12
Taburete,2,78146.58,2179,31.64
Dayseeker,2,78050.34,2450,30.02
"""I Love Dance Festival""",1,78017.57,19000,4.11
Rachel Galvo,8,77974.34,3227,24.08
The Charlatans UK,2,77641.0,1950,39.48
"Amaranthe, Dragonforce",1,77130.41,1952,39.51
Judah &amp; The Lion,2,77046.7,2170,35.16
Machine Head,2,76603.25,2091,36.92
The Plot In You,2,76478.5,2550,29.96
"Gloryhammer, Beast In Black",1,76457.81,1965,38.91
Bratty,2,75829.69,3082,24.83
Tricky,1,75824.52,1950,38.88
Warrant,1,75001.0,939,79.87
Bad Omens,1,74771.97,1982,37.73
Lukas Graham,2,74690.66,2285,31.91
Everything Everything,2,74637.72,2179,34.89
K-Trap,1,74397.37,2171,34.27
Lucinda Williams,1,74081.47,981,75.52
Senses Fail,1,73793.75,1573,46.91
Eliades Ochoa,2,73716.7,2465,29.94
"""Pod Save America""",1,73683.0,1121,65.73
New Found Glory,1,73664.45,1573,46.83
Fit For An Autopsy,3,73587.0,2866,25.94
Patrick Watson,3,73552.25,1485,49.53
Annie Mac,1,72998.84,1473,49.56
Alison Goldfrapp,1,72796.45,1639,44.42
Postmodern Jukebox,1,72356.75,1271,56.93
Bambie Thug,4,72209.26,2647,26.96
Lucybell,2,72171.64,2406,32.9
Billy Talent,1,71955.87,1888,38.11
Wild Rivers,1,71401.5,2172,32.87
Odd Eye Circle,1,71361.0,835,85.46
Depresión Sonora,1,71355.01,2431,29.35
Waylan St. Palan And The Magic Elves,1,71220.0,377,188.91
Rob Schneider,1,71180.0,1391,51.17
Marwan,1,71117.77,2070,34.36
Embrace,1,71056.85,1900,37.4
The New Mastersounds,3,71045.0,2245,32.75
W.A.S.P.,2,70922.0,1595,44.2
Movements,2,70876.15,2132,32.91
"Iration, Pepper",1,70839.5,2091,33.88
Gepe,1,70826.09,2183,32.44
The Guess Who,1,70610.0,1012,69.77
Iseo &amp; Dodosound,2,70581.31,2248,31.4
Colony House,4,70517.0,2332,30.24
Dylan Gossett,4,70203.82,2831,25.05
The Undertones,1,70055.39,1591,44.03
Henry Moodie,3,70032.06,2891,25.46
Ministry,1,70026.0,1474,47.51
TR/ST,1,70010.77,1792,39.07
Jinjer,1,69902.88,1919,36.43
Megan Moroney,1,69854.05,1900,36.77
"Damian ""Jr. Gong"" Marley",1,69638.0,1410,49.39
Nick Swardson,2,69501.0,1466,47.56
Elle King,2,69351.75,1776,40.76
Los Pericos,1,69345.24,2078,33.37
Pomme,2,69173.74,1401,48.28
Bicep,2,69087.4,2124,30.06
"Orgy, Cold",6,68977.25,2415,29.39
"""Netflix Is A Joke"", ""The Sinbad Tribute Show""",1,68828.75,822,83.73
Hasan Raheem,2,68825.41,2606,26.9
Monsieur Periné,1,68811.57,2207,31.18
Tommy Emmanuel,1,68777.0,1267,54.28
Remi Wolf,1,68750.55,1898,36.22
Jimmy Kenny and The Pirate Beach Band,3,68704.55,3049,22.75
Matt Maltese,3,68603.8,2347,31.02
Kaiser Chiefs,1,68350.11,1400,48.82
Chris Botti,1,67973.0,879,77.33
Soft Play,1,67721.26,1900,35.64
Ari Shaffir,2,67506.45,1613,41.96
The Menzingers,3,67244.0,1897,35.37
Matt Maeson,2,66793.47,1782,37.39
Bikini Kill,1,66788.12,1494,44.7
Soulja Boy,3,66200.0,2139,30.92
Violent Femmes,1,65966.05,1537,42.92
The Milk Carton Kids,2,65919.38,1726,35.12
Andrew Santino,1,65470.0,1430,45.78
Billy Bragg,2,65437.0,1274,50.48
Andrés Suárez,2,65041.39,1893,41.56
flipturn,1,64849.0,2442,26.56
Froukje,1,64688.64,1987,32.56
Gaz Coombes,5,64542.14,1661,38.83
"""Burger Fest""",1,64466.88,2600,24.79
Dispatch,1,64206.0,1462,43.92
Wunderhorse,2,64178.16,2230,27.36
Stephen Pearcy,1,64141.0,1016,63.13
The Wallflowers,1,64123.55,1176,54.53
Luenell,1,63630.0,1080,58.92
James Marriott,3,63566.7,2720,23.42
Scotty McCreery,1,63566.1,1602,39.68
Paul Young,2,63461.66,1233,50.94
Cat Burns,1,63427.64,1943,32.64
DYLAN,2,63420.66,2602,23.75
Robleis,1,63303.14,1624,38.98
Shenandoah,1,62991.25,1325,47.54
Mika,1,62963.77,1599,39.38
The Stunning,1,62895.84,1661,37.87
"""Gimme Gimme Disco""",7,62678.0,2760,21.63
"The Church, The Afghan Whigs",2,62671.0,1583,39.38
Ziggy Alberts,2,62531.67,2061,30.04
"""Sweet Caroline Tour"" Featuring Jay White",1,62336.0,1329,46.9
Modeselektor,1,62253.96,1837,33.89
Feeder,1,62248.93,1900,32.76
Moncrieff,1,62211.27,1555,40.01
"""Sesame Street Live""",1,62195.19,1359,45.77
"""And That's Why We Drink""",2,61921.5,1430,44.24
"Descendents, Circle Jerks",1,61858.89,1324,46.72
Southside Johnny &amp; The Asbury Jukes,1,61832.0,1157,53.44
Skillet,1,61663.8,1727,35.71
"""Gasolina Reggaeton Dance Party""",2,61658.5,3326,18.31
Gabriel Rios,1,61516.73,1938,31.74
"""Rocky Horror Picture Show with Barry Bostwick""",1,60947.0,1162,52.45
Tiago PZK,2,60811.12,1340,46.04
Ruston Kelly,3,60772.0,1844,28.76
Nia Archives,2,60679.17,1850,32.83
Patton Oswalt,1,60300.0,985,61.22
Bailey Zimmerman,2,60147.21,2150,27.82
Girls Overheard,3,60144.26,1400,39.14
Elyanna,2,60085.18,2325,26.38
Fatima Yamaha,1,59983.72,1920,31.24
Tom Keifer,1,59710.0,1256,47.54
Alexa Zuart,1,59678.13,2960,20.16
Palace,2,59677.36,1962,30.53
Mehro,2,59638.52,1660,36.13
"""The Taylor Party""",5,59432.5,2816,20.8
Caravan Palace,1,59139.38,1392,42.49
Killer Mike,2,59124.73,1340,44.26
Daughtry,1,59081.25,1489,39.68
"""The Last Live Waltz""",2,59026.09,1851,31.72
La Santa Cecilia,1,58965.26,1868,31.57
Charlotte Cardin,1,58944.46,1408,41.86
La Vela Puerca,2,58929.77,2311,25.54
Matteo Lane,1,58925.0,1367,43.11
The Red Clay Strays,2,58335.11,2150,27.44
Nemzzz,3,58225.88,1900,27.05
Gogol Bordello,3,58186.71,1578,37.62
Meute,1,57971.48,1496,38.75
"""Coca-Cola Food Fest Bogota Para Compartir""",1,57938.24,26474,2.19
Camera Obscura,1,57898.45,1848,31.33
Buzzcocks,2,57735.42,1471,39.12
Ethel Cain,1,57559.75,1661,34.65
City Morgue,1,57416.6,1236,46.45
Cavetown,1,57092.0,1419,40.23
Ben Elton,2,57064.57,1178,48.73
French Montana,1,57055.5,1571,36.32
Will Wood,3,57032.0,1398,42.68
Asen,1,56976.14,824,69.15
The Zutons,3,56955.83,1638,33.67
Newton Faulkner,3,56828.89,1605,35.38
Feist,1,56817.48,1500,37.88
Bizkit Park,1,56788.97,1946,29.18
The Shires,2,56443.72,1487,37.96
Colin Hay,2,56204.5,1004,56.13
Milton Jones,4,55876.52,1267,46.55
Alabama 3 (A3),1,55856.84,1460,38.26
The Cadillac Three,3,55662.2,1776,29.08
Casting Crowns,1,55365.0,1250,44.29
George Clinton and Parliament Funkadelic ,1,55098.8,907,60.75
Maoli,2,55040.0,1869,28.29
Mayer Hawthorne,3,54986.0,1867,29.81
Futurebirds,1,54982.0,1406,39.11
Queensrÿche,1,54931.5,1377,39.89
In This Moment,1,54777.5,1139,48.09
MC Davo,1,54745.65,2313,23.67
Vince Staples,1,54150.0,1425,38.0
Bear Grylls,1,54031.56,1181,45.75
Berre,1,54020.57,1958,27.59
Goth Babe,1,54010.0,1628,33.18
Aslan,2,53999.24,1325,41.04
Fatherson,1,53976.05,1900,28.41
Alestorm,2,53784.58,1500,35.12
"Static-X, Sevendust",1,53665.55,1131,47.45
Adam Rowe,6,53627.0,1663,33.46
Frank Turner,1,53577.5,1435,37.34
Bang Yong-guk,5,53516.0,1818,29.12
Chasing Abbey,2,53043.38,1848,28.78
The Lightning Seeds,2,52797.23,1500,35.38
"Randy Rogers, Wade Bowen",1,52608.0,1725,30.5
"""Rocky Horror Picture Show With Patricia Quinn""",1,52116.0,1053,49.49
Lime Cordiale,2,52073.92,1405,36.55
El Columpio Asesino,2,52072.36,2193,22.36
The Billy Joel Songbook,2,52069.76,1406,37.19
The Psychology Of...,3,51895.66,1496,35.17
Pale Waves,2,51737.8,1800,28.74
Mariachi Sol de Mexico de Jose Hernandez,1,51540.0,1156,44.58
The Moss,4,51484.0,2242,22.86
The Rocket Man Show - Elton John Tribute Show feat. Rus Anderson,1,51393.5,1196,42.97
Elvis &amp; Friends by Hector Ortiz,1,51323.01,2421,21.2
Chris Renzema,1,51190.5,1379,37.12
Gossip,1,50969.43,1293,39.42
Fight Like Apes,1,50912.0,1317,38.66
Houndmouth,2,50772.0,1656,32.04
The Maine,1,50685.49,1181,42.92
Railroad Earth,2,50539.5,1568,31.92
Caity Baser,3,50370.66,1699,29.84
"""The Second Captains Podcast""",1,50342.8,1073,46.92
"""Jay And Silent Bob Get Old""",1,50315.75,684,73.56
Bahamas,1,49909.63,1337,37.33
Shane Todd,2,49661.71,1565,32.9
Rick Wakeman,1,49328.58,868,56.83
"""Shxtsngigs""",2,49050.0,1344,36.52
Imminence,3,48881.78,2064,23.96
Pete Correale,1,48880.5,1069,45.73
The Struts,1,48734.87,1119,43.55
Ezra Collective,1,48431.92,1615,29.99
Mary Coughlan,1,48341.47,1103,43.83
Keb' Mo',1,48290.0,957,50.46
Russell Howard,2,48263.39,1548,31.16
Justin Willman,1,48132.45,1069,45.03
Black Veil Brides,1,48104.9,1198,40.15
The Marshall Tucker Band,1,48089.0,625,76.94
"""A Hero Lies In You""",2,47964.53,1800,26.66
Hania Rani,2,47946.16,1504,31.88
Kyla Cobbler,4,47861.82,1599,30.18
Alex Fernández,1,47802.58,1429,33.45
Classic Albums Live,1,47769.46,1382,34.57
The Beaches,2,47739.52,1900,23.7
Michael W. Smith,1,47641.5,873,54.57
Los Espiritus,3,47576.61,1753,31.71
Ben Ottewell,2,47548.23,1439,32.92
Boney James,1,47494.91,820,57.92
Maskatesta,2,47351.28,1856,26.36
Marauda,1,46793.6,2231,20.97
Blk Odyssy,4,46735.63,1574,29.08
Kerala Dust,2,46504.93,1194,41.44
David McSavage,1,46483.23,1200,38.74
Triciclo Circus Band,1,46466.39,1709,27.19
Judy Collins,1,46423.0,757,61.32
Sal Valentinetti ,1,46405.2,1069,43.41
ALEX FDZ,1,46360.12,1210,38.31
Asi Wind,1,46262.8,843,54.88
Atmosphere,1,46221.0,1160,39.85
The Allman Betts Band,1,46160.5,725,63.67
Baroness,2,46073.1,1199,36.45
Everclear,1,46039.72,1316,34.98
John Oates,1,45916.5,840,54.66
Hermanos Gutiérrez,1,45775.5,1255,36.47
Alan Sutton,2,45461.57,1457,27.26
"""Jim Henson’s Labyrinth: In Concert""",1,45458.0,820,55.44
Starset,2,45441.6,1347,33.45
Slayyyter,2,45319.1,1583,28.06
Hippo Campus,1,45202.0,1150,39.31
"""The Dargon""",1,45176.43,551,81.99
Sinead Harnett,2,44946.15,1599,28.78
So Good! The Neil Diamond Experience,1,44780.0,1069,41.89
"""Sorry Papi""",1,44735.0,1727,25.9
Best of the Eagles - Tribute Band,1,44561.5,1277,34.9
Hardrock,8,44502.0,2158,20.69
42 Dugg,1,44259.5,1078,41.06
Wooli,1,44191.5,1175,37.61
Cosa Seria,1,44067.86,1592,27.68
I Dont Know How But They Found Me,2,44006.58,1562,27.7
Tony Ann,2,43981.44,1175,38.64
Fix You,1,43959.25,1573,27.95
Tokyo Police Club,2,43947.0,1205,35.66
The Dandy Warhols,1,43870.47,850,51.61
Marc Almond,1,43759.95,736,59.46
The Twilight Sad,3,43756.77,1714,25.52
Julian Lage,2,43716.0,1163,34.81
Dean Lewis,2,43678.1,590,74.07
"Sepultura, Obituary",1,43500.0,1310,33.21
Eric Cantona,3,43383.11,795,54.56
Fred Armisen,2,43278.0,1235,36.28
"""Sesame Street Live! - Say Hello""",1,43260.0,780,55.46
Rejjie Snow,2,43222.84,1647,26.14
The Panhandlers,1,43086.0,934,46.13
Saint Levant,2,43062.4,1350,30.1
Jason Byrne,1,42770.69,1186,36.06
Weegie Hink Ae That,7,42673.26,1580,26.34
JJ Grey &amp; Mofro,1,42610.0,1129,37.74
Maximo Park,2,42508.15,1174,36.44
The Strumbellas,3,42404.0,1804,24.02
Randall King,4,42370.5,2130,20.52
Max Fosh,2,42259.42,1422,31.5
Jazzy,1,42016.17,1550,27.11
Hamish Hawk,1,41991.44,1900,22.1
The Budos Band,1,41965.0,1199,35.0
The Musical Box,1,41941.0,815,51.46
"""EMO Night Brooklyn""",4,41741.0,2305,18.13
Garth Marenghi,1,41695.28,1208,34.52
Glen Hansard,1,41505.0,900,46.12
Ms. Pat,1,41486.75,770,53.88
Ghostland Observatory,1,41449.5,1097,37.78
Leslie Jones,1,41365.0,896,46.17
Pat McGann,1,41247.3,1069,38.58
Mersey Beatles - Trib. to The Beatles,1,41096.17,1185,34.68
Asia,1,41095.45,633,64.92
Dr. John Cooper-Clarke,1,41002.22,908,45.16
Neil Forever - Neil Diamond Tribute,1,40809.75,1029,39.66
La Matatena Royal Club,1,40741.63,1156,35.24
Dirty Honey,3,40307.16,1376,29.43
Meekz,2,40294.84,1850,21.94
Countess Luann De Lesseps,1,40203.9,563,71.41
Chippendales (LV),1,40076.44,617,64.95
"Jesús ""Aguaje"" Ramos",1,39763.7,655,60.71
"""No Such Thing As A Fish""",1,39545.71,1075,36.79
Kate Nash,2,39368.95,1247,32.1
Donovan Morales,1,39252.37,1460,26.89
Serena Terry,1,39201.86,1257,31.19
Cannons,1,39150.0,900,43.5
#SistersInLaw,1,39112.5,995,39.31
Aaron May,1,38920.0,1000,38.92
Yächtley Crëw,1,38901.1,1327,29.32
"""A Crime World Presentation with Nicola Tallant""",3,38818.14,1284,31.02
Little Feat,1,38748.0,620,62.5
Wayne Newton,1,38627.0,523,73.86
Lost In Music - One Night At The Disco,1,38483.95,884,43.53
Luke Combs UK (Tribute),1,38480.19,1700,22.64
Romy,1,38312.34,1214,31.56
