Headliner,Count,Total_Gross,Tickets_Sold,Avg_Ticket_Price
Zeds Dead,3,774159.5,17209,44.89
"""All Elite Wrestling""",1,773118.84,6441,120.03
Anastacia,5,769018.5,10303,73.26
Alkaline,1,767731.8,10041,76.46
Two Friends,3,760230.1,13412,50.12
Nathan Evans &amp; St Phnx Band	,1,756299.34,13524,55.92
Maoli,7,755749.92,15000,50.92
Moenia,3,755367.08,14500,54.59
Russell Dickerson,5,754674.0,18958,39.8
Iggy Pop,2,750882.64,8853,84.08
Miranda!,3,750175.9,19882,41.73
"""Trinity College Ball""",1,746668.91,7235,103.2
"""90's &amp; 2000's I Love Dance en Concierto""",2,746541.74,17778,41.79
Ron White,4,745452.0,7608,98.34
Lorna Shore,4,744092.4,11898,62.42
Fantasia,2,741689.0,5800,127.88
Cash Money Millionaires,1,735559.7,10444,70.43
Dispatch,3,731155.2,4763,158.9
CMAT,1,730858.59,12663,57.72
Lenny Pearce,18,729878.21,21245,33.53
Mafia,1,726819.21,16095,45.16
Michael Kiwanuka,3,725284.36,14313,53.53
Camilo Séptimo,1,725218.99,13306,54.5
O.M.D.,1,724823.0,11720,61.84
Natalia Jiménez,3,724280.27,17475,43.4
The Mary Wallopers,2,718836.06,12983,54.72
Ben Schwartz,5,718353.28,12327,59.76
Ishay Ribo,1,714971.0,10928,65.43
Gente De Zona,1,709562.5,7095,100.01
Iconic,1,706629.31,9468,74.63
Supergrass,6,706046.04,12962,55.85
2025 Bucked Up LA Bowl Hosted by Gronk,1,700887.0,15681,44.7
Rohff,1,700616.67,15474,45.28
"""Gift Grub Live"" Starring Mario Rosenstock",24,697842.69,12937,51.01
Ty Myers,12,697156.5,21768,29.88
Def Leppard,1,696061.54,9940,70.03
A Conversation With Larry David,1,695804.1,2769,251.28
Till Lindemann,1,693720.5,8696,79.77
Brett Young,2,692673.22,11509,59.94
Coheed and Cambria,5,691012.52,13040,59.07
TREASURE,3,687531.0,5459,126.91
Bronco,2,685287.3,7705,85.0
The Kooks,4,682303.64,11641,61.42
Mike Epps,3,678789.0,7817,86.11
Yacht Rock Revue,8,678610.52,20006,33.54
Durand Jones &amp; The Indications,7,676190.72,15936,35.22
Alicia Villarreal,3,671786.48,13198,55.37
Ed Maverick,5,671284.74,9324,64.96
Danny Ocean,1,665736.06,11633,57.23
Joe Russo's Almost Dead,3,664475.0,10479,63.38
Boris Brejcha,2,664073.74,9902,64.7
"Peach Pit, Briston Maroney",3,662407.5,11845,56.88
"""Crime Junkie Podcast Live""",2,661304.98,9304,71.04
Wallows,4,659784.69,12695,50.78
Jamie xx,3,658248.97,14690,44.75
Vince Gill,3,655980.3,7356,88.76
Whiskey Myers,3,650842.5,12659,54.12
YG,1,649474.53,8071,80.47
Wakin Chau,1,648564.08,4691,138.26
Charles Ans,1,643141.92,16928,37.99
Astropical,2,640515.0,9787,64.6
"Falling In Reverse, Wage War, Sleep Theory",1,639291.0,15963,40.05
Primus,3,637782.0,11981,53.26
"Kansas, 38 Special",2,637296.25,9717,65.74
Bandalos Chinos,5,635186.35,13683,45.43
The Tea Party,4,634933.12,12939,47.58
"""Bad Friends Podcast""",1,633245.67,8493,74.56
Ben Rector,3,632415.5,12067,58.94
Daniela Spalla,1,630994.95,13972,45.16
"Michael Brun Presents ""BAYO""",1,629800.5,9168,68.7
"""Professional Bull Riders""",1,627558.0,18034,34.8
Banda MS,1,626417.0,7677,81.6
Sabor Es Polanco,2,625787.85,3844,161.38
Keith Sweat,3,625238.0,7223,84.45
Jason Isbell,2,624838.0,7228,89.45
Maria Becerra,1,622778.57,6673,93.33
Bloc Party,3,621930.71,10697,65.28
Emilia,3,620596.18,10684,57.84
Kes,1,619896.22,14024,44.2
"OhGeesy, Mozzy",1,613388.25,9171,66.88
Cage The Elephant,3,610728.01,8662,68.08
"""Clubland Live""",1,609769.43,9425,64.7
Tash Sultana,5,605143.02,11824,50.04
"""Reggae On The Rocks""",1,603389.6,6783,88.96
Jay Park,1,600560.62,5761,104.25
Martin Lawrence,2,600511.15,7426,86.08
Sam Harris,3,598408.36,6681,90.47
Elvis Costello &amp; The Imposters,4,596356.03,6857,89.23
Finneas,5,595800.0,11798,50.59
Royel Otis,6,593055.81,12612,46.99
The Coronas,3,591776.83,10823,54.9
Behemoth,3,591374.99,9220,64.41
BLAST Premier,3,590850.73,9398,62.46
Jon Batiste ,2,589924.0,8209,73.31
KALEO,1,589909.5,8887,66.38
Kai,1,588486.92,5427,108.44
"""Rewind Dublin""",1,583146.48,10998,53.02
Chance The Rapper,3,582979.5,8898,64.26
"Sebastian Maniscalco, Jim Gaffigan",1,581420.84,6118,95.03
Hwasa,3,579637.5,6412,90.69
The Rasmus,3,578775.6,12390,45.34
Dropout Improv,4,578439.5,10834,55.09
Frank Turner &amp; The Sleeping Souls,4,576484.25,11220,49.89
2hollis,9,575316.43,14844,36.11
Detroit Symphony Orchestra,1,574255.0,4279,134.2
The Strokes,2,568539.0,4970,115.4
Father John Misty,4,563568.89,10002,55.26
Willie Nelson,2,563368.5,8977,62.64
Elderbrook,1,563195.0,7002,80.43
"""Stardew Valley: Symphony of Seasons""",2,560208.25,10374,54.08
Black Jacket Symphony,17,560024.55,15451,36.76
"""California Mid-State Fair"", Bailey Zimmerman",1,558325.0,9936,56.19
Hippie Sabotage,2,555850.25,9705,45.11
Jay Shetty,2,555038.25,8451,66.11
Addison Rae,1,554247.39,8770,63.2
The Wombats,5,552135.92,10306,53.02
Avatar,5,549363.65,12511,41.97
DJ Sara Landry,1,549115.15,7105,77.29
Kneecap,1,548360.26,7994,68.6
Juliana,3,548241.07,12273,46.34
Gilberto Santa Rosa,2,547797.0,5225,104.76
Billy,1,546944.73,4466,122.47
Slightly Stoopid,3,544987.14,12343,44.16
Monsieur Nov,1,544196.81,7732,70.38
"Mt. Joy, Goose",1,537491.94,7598,70.74
Saint Motel,10,534147.0,16856,37.8
My Bloody Valentine,1,532864.45,7386,72.15
Stephen Stills,1,532610.0,4940,107.82
Brad Williams,10,532136.5,11388,47.33
LISA,1,530060.0,5640,93.98
Matt Maeson,8,529100.14,12613,42.13
Joé Dwèt Filé,1,528244.47,9912,53.29
"The B-52's, Devo",1,527128.0,6174,85.38
"Volbeat, Three Days Grace",1,525212.78,8944,58.72
Little Jesus,2,524071.52,13053,35.97
Kolohe Kai,1,520887.0,11919,43.7
Tim Minchin,1,520510.2,6371,81.7
Tiago PZK,6,516379.15,13388,42.54
"""Matt Rife's Pop Up Shows"", Matt Rife",4,514975.52,5912,88.87
Gov't Mule,3,514227.83,7635,66.21
Frank Turner,2,514057.98,10929,42.86
Sonny Fodera,1,513477.19,10142,50.63
Lea Salonga,3,513130.76,9771,54.21
Hermanos Gutiérrez,3,512993.05,9990,47.64
"""Remind GNP""",1,511677.5,14113,36.26
MercyMe,1,510883.5,10683,47.82
Ryan Adams,5,507880.55,6589,71.92
Pink Martini,2,507832.25,6890,77.78
"Tedeschi Trucks Band, Gov't Mule",1,505348.0,6678,75.67
MANIA - The ABBA Tribute	,18,505100.44,11538,44.51
Pete Tong Ibiza Classics,1,504183.55,7050,71.52
"""Experience Hendrix""",3,500859.11,6406,81.24
Gipsy Kings feat. Nicolas Reyes,2,499705.25,6252,70.25
Lila Downs,1,497116.71,8811,56.42
André Rieu,1,496626.02,4127,120.34
Destripando la Historia,3,492789.06,11383,50.83
Bastille,1,492334.68,7330,67.17
Massive Attack,1,491459.71,5586,87.98
Galantis,1,489960.5,7659,63.97
Josh Johnson,5,488343.16,10806,48.28
Robert Plant &amp; Saving Grace,3,486787.17,5351,93.39
Chase &amp; Status,1,485802.71,7411,65.55
Iván Cornejo,3,485574.67,9148,53.08
"""Seis De Copas""",9,482820.3,15226,32.08
Santiago Cruz,3,480967.46,9609,52.91
Wet Leg,4,479679.31,10879,45.47
Aaron Lewis,4,478477.76,6424,69.23
Miguel,1,476348.98,5878,81.04
Bowling For Soup,4,475315.46,11388,41.45
Turnstile,2,474692.86,8317,55.28
Jimmy O. Yang,1,473639.94,7463,63.47
Kurtis Conner,6,473157.18,9435,50.72
Stavros Halkias,6,473124.17,8889,52.26
Fangoria,2,472642.6,9621,55.96
Lee Brice,4,472298.39,10702,44.11
MK (Marc Kinchen),1,471982.71,7006,67.37
The Teskey Brothers,2,471787.11,7315,62.94
Weezer,1,470579.71,4991,94.29
David Bisbal,9,470141.0,6144,69.0
Old Dominion,1,470007.0,6538,71.89
"Daughtry, Seether",2,469113.56,10838,43.25
ERA,2,468900.61,8974,52.31
The Last Dinner Party,3,467279.62,8239,55.31
Dermot Kennedy,4,467094.55,6966,67.91
Role Model,5,467020.5,12113,38.45
El Alfa,3,464963.0,6620,70.07
girl in red,2,462547.31,6845,57.49
Daniel Sosa,16,462540.87,19217,26.21
Roger Daltrey,3,462528.32,5240,88.29
Sheng Wang,5,462081.9,8771,51.8
Dwight Yoakam,2,457431.05,3981,115.74
Babasónicos,1,455515.95,8910,51.12
Jeff Arcuri,2,455075.7,6482,65.43
Nate Jackson,7,455070.0,9578,46.92
Kevin Kaarl,3,454857.84,7571,61.24
Caleb Hearon,5,454305.0,9390,48.39
My Morning Jacket,3,454208.0,8670,53.58
"""Billboard - Women In Music""",1,451958.15,4224,107.0
Morgan Jay,4,446668.82,7135,54.48
Dominic Fike,1,445861.63,6273,71.08
Brit Floyd,3,444037.39,7841,61.3
Sebastián Yatra,1,443549.14,8530,52.0
The Swell Season,3,441717.04,7163,63.92
Rio Roma,4,440821.28,7132,61.96
Sonu Nigam,1,440199.1,5924,74.31
The Hives,3,437647.78,8120,54.83
El Trono de Mexico,1,437165.2,9112,47.98
"""KDAY Krush Groove""",1,435856.0,7578,57.52
"""Genshin Concert Tour""",1,431970.5,5015,86.14
Billy Currington,2,428009.5,8095,52.48
Sarah Silverman,2,426925.93,6733,64.5
Damiano David,3,425181.6,7536,55.97
Belters Only,1,424270.77,6989,60.71
Lewis Black,6,423497.69,7810,54.71
Parcels,2,423107.39,8493,47.28
Gavin Adcock,5,419602.04,13564,32.09
"""The Illusionists""",1,419530.79,6862,61.14
Flatland Cavalry,6,418848.5,11794,36.49
311,3,417869.5,7711,55.42
The Living Tombstone,6,417330.08,9782,41.66
Marisela,1,414990.0,3081,134.69
Dylan Gossett,6,414023.99,12446,32.63
Chris Distefano,2,413823.44,7513,50.98
"Modest Mouse, The Flaming Lips",1,411498.5,5585,73.68
Poppy,6,408534.02,9500,40.99
Raphael Saadiq,2,405911.61,4731,84.97
Alan Walker,2,403739.99,7950,47.34
Koe Wetzel,1,402460.5,4911,81.95
wave to earth,5,402424.18,9089,44.1
Kalan.FrFr,1,401797.5,5625,71.43
Miguel Rios,1,399230.72,8939,44.66
Peter Frampton,2,398620.1,4143,94.76
Katherine Ryan,8,397539.47,10560,37.97
Lauren Spencer Smith,3,396849.96,8301,50.09
Fonseca,2,396140.03,9767,42.54
Rise Against,3,395075.13,7394,58.5
"""RuPaul's Drag Race""",4,393989.9,5775,73.54
Pancho Barraza,1,393419.6,4006,98.21
Rainbow Kitten Surprise,3,393379.85,7363,51.34
Bridget Everett + The Tender Moments,1,393059.46,5263,74.68
"""El Mimoso"" Luis Antonio López",1,393026.32,8578,45.82
Acid Bath,3,392848.0,7591,51.49
Juanes,1,392598.84,8719,45.03
Mudvayne,3,391750.0,8334,47.9
"KevOnStage, Tony Baker",5,391261.24,6834,58.41
DecPierce Block Rockin Beats,2,391053.65,5793,68.03
Josh Gates,6,390958.0,7052,55.52
"""Crazy Ex-Girlfriend: The 10 (ish) Year Reunion Concert""",1,389588.5,4651,83.76
Gerardo Ortiz,1,385302.0,3782,101.88
Urzila Carlson,4,384864.43,10108,32.02
Key Glock,3,384514.0,8633,42.99
Alec Benjamin,3,384074.67,7990,47.77
Bill Burr,1,383079.9,2753,139.15
"Andrew Santino, Bobby Lee",1,382234.99,4483,85.26
Yung Lean ,1,382227.97,7039,54.3
Dark Star Orchestra,4,380390.25,8763,43.32
Mark McCabe,1,379321.04,5213,72.76
"""I Want My '80s Tour"", Rick Springfield",2,378256.5,7569,51.5
Jorja Smith,3,376907.92,6298,60.64
Andrew Santino,2,375266.18,6312,59.53
Theresa Caputo,2,375160.0,4151,90.86
The Isley Brothers,2,374952.5,4035,91.12
Michael McIntyre,2,374357.02,4066,92.07
C-Kan,1,374125.5,13558,27.59
"""Jurassic World Exhibition"" (Exposition)",3,372513.0,16581,22.45
Primal Scream,6,372339.4,6865,54.13
Ole 60,8,372147.0,13414,28.4
Patti LaBelle,2,371689.16,4031,88.3
Gabrielle (UK),2,370335.0,6084,61.04
Dance Gavin Dance,3,368597.15,7866,46.99
"""Have A Word Live""",2,367471.52,7313,42.65
Blackberry Smoke,4,366930.15,5936,58.58
Billy Ocean,2,366633.73,4851,75.28
Dizzee Rascal,4,363027.74,7489,48.74
Xavier Rudd,1,362857.05,8341,43.5
Odisseo,3,360226.19,9204,35.5
Al Green,1,360155.38,3971,90.7
"Paul Brandt, Terri Clark",4,356913.4,5687,64.3
sombr,3,356478.45,8012,43.12
Memphis May Fire,15,354670.5,13179,27.09
Tamino,1,353001.54,8332,42.37
Gareth Emery,1,352733.0,6131,57.53
Rag N Bone Man,1,352508.75,4990,70.64
Paul Anka,1,352463.13,8167,43.16
"""Trinity Summer Series""",1,352398.22,4990,70.62
"""Roma Summer Fest""",1,352344.14,4966,70.95
Meute,1,351278.7,6412,54.78
Oasis Ministry,1,350770.0,7097,49.43
Nathan Evans,9,349808.77,9539,35.19
Tennis,2,348960.75,8343,41.7
Stiff Little Fingers,2,348103.55,5834,52.64
Allman Betts Family Revival,2,347506.79,4164,83.74
Nessa Barrett,5,345585.96,9229,38.17
"""Cowboy Bebop Live""",14,345031.62,7574,45.57
Wanda Sykes,3,344279.38,4601,67.21
Texas,1,342344.67,4999,68.48
Camila Cabello,1,341912.31,4166,82.07
ABC,2,340900.4,4303,79.13
Niko Moon,9,338004.6,13355,25.04
mike.,2,336763.0,7159,47.12
Basement Jaxx,1,334973.69,4131,81.09
Descendents,9,334602.08,8657,38.09
Craig David,2,332834.53,6421,51.12
The Libertines,1,331796.2,6411,51.75
G-Eazy,5,331435.14,7037,47.46
Lasso,4,331156.52,6386,49.56
Thee Sacred Souls,4,330366.69,8601,38.14
"""Rocket League Championships""",2,330239.88,6966,47.42
Air Supply,2,326701.0,4098,78.68
Bobby Weir And Wolf Bros,1,326115.5,2189,148.98
Halestorm,2,325967.08,5931,50.9
Melissa Etheridge,1,325876.0,6151,52.98
Pretenders,1,324791.75,3389,95.84
Trivium,3,324561.12,6519,49.47
rusowsky,1,324461.42,7826,41.46
Tribe,1,323190.39,9420,34.31
Franz Ferdinand,2,323024.14,5871,52.42
Kodak Black,1,321179.0,6264,51.27
Brian Regan,6,319100.28,5661,57.74
"""Despedida del Hijo del Santo""",1,318990.75,7100,44.93
"""The 30+ Party""",2,316441.17,4777,41.64
Hoke,2,316081.73,7676,41.18
Gary Clark Jr.,3,315948.0,4891,64.61
Alice Cooper,2,314929.0,4041,77.2
Clara Luciani,1,313597.29,8034,39.03
Lisa Lisa,1,312360.0,3692,84.6
Robby Krieger,1,312165.68,5244,59.53
Ocean Colour Scene,4,310087.55,5537,57.6
Cake,1,310010.0,6289,49.29
Cypress Hill,2,309638.56,5347,56.73
Nile Rodgers &amp; CHIC,1,308881.63,4492,68.76
Andres Obregon,3,308275.64,7555,39.73
Djo,3,307233.79,6533,48.48
Destin Conrad,13,303426.19,8599,29.17
Jose Jose,1,301887.6,5891,51.25
"""Countdown Concert""",2,301560.83,5867,42.47
Destroy Lonely,2,301406.49,7207,43.72
Tom Jones,1,299406.02,2038,146.91
Guy Manoukian,3,299100.5,3863,78.03
Chiodos,5,298968.0,7221,41.44
Hulvey,11,298557.83,11923,24.94
Hasan Minhaj,1,297740.0,3660,81.35
L’Impératrice,2,296530.66,7975,36.92
BADBADNOTGOOD,5,295977.2,7139,38.42
The Head and the Heart,2,295598.04,6286,49.06
Jodeci,1,294881.0,2795,105.5
"Melissa Etheridge, Indigo Girls",1,294762.0,4165,70.77
Fujii Kaze,2,294258.94,4581,58.14
Foreigner,1,293243.5,2205,132.99
Colin Jost,2,291686.0,4048,69.88
"Billy Currington, Kip Moore",1,291579.43,4549,64.1
Sierra Ferrell,2,291090.5,5659,51.82
Burna Boy,1,290714.3,5145,56.5
Guitarricadelafuente,3,288450.93,5083,51.17
The Black Crowes,1,288041.64,6004,47.97
Trombone Shorty &amp; Orleans Avenue,2,287079.0,5732,49.5
Anjelah Johnson-Reyes,4,286367.0,5691,51.08
Mayday Parade,3,285241.92,7042,39.9
Benny Ibarra,3,285241.73,4398,65.65
RIIZE,1,285200.6,3019,94.47
La Castaneda,1,284988.71,8018,35.54
"""Gracie's Corner Live""",2,283522.5,3825,74.14
James Bay ,4,283135.93,6358,44.51
The Darkness,4,282438.45,5594,43.86
Eddie Griffin,3,281630.8,5399,51.68
Billy Gillies,2,281194.21,6106,41.98
bbno$,4,279442.48,6756,41.82
Deltron 3030,6,277369.5,7435,37.53
Men I Trust,1,276891.38,5900,46.93
"""The Jinkx &amp; DeLa Holiday Show""",3,276401.52,4642,56.8
Adán Cruz,3,276328.85,6529,51.18
Ziggy Marley,2,273845.15,4290,68.14
Sheryl Crow,1,272809.0,2168,125.83
Kiss Of Life,1,271599.97,2319,117.12
IDLES,1,271292.26,5665,47.89
Earthquake,1,270830.0,3436,78.82
The Fab Four - The Ultimate Tribute,9,270791.8,5479,50.2
"Amy Grant, Michael W. Smith",1,270474.0,2708,99.88
El Malilla,4,270407.44,7587,34.49
Charlie Berens,4,269705.88,5328,50.76
tripleS,6,267674.34,3468,79.73
"""Bigger! With Brennan and Izzy""",1,266027.5,5092,52.24
Bobby Pulido,1,265777.78,5763,46.12
Ben Nicky,1,264886.99,5015,52.82
Airbag,2,264505.37,4859,53.86
Blood Orange ,4,263448.97,4427,59.5
"Tank, Tyrese, Ginuwine",1,263363.0,3196,82.4
Heilung,1,263053.07,2992,87.92
Nicky Jam,1,262851.98,4358,60.31
Atsuko Okatsuka,2,262211.96,6205,39.56
Rema,1,258963.58,4071,63.61
David Kushner,2,258733.49,6273,40.5
112,1,258551.25,2976,86.88
Diana Krall,2,258509.5,3659,72.56
Tye Tribbett,2,257664.69,4792,54.36
Yes,2,253541.75,3151,77.8
Jon Stewart,1,251592.0,3571,70.45
Jesse &amp; Joy,1,251244.85,2716,92.51
Kamasi Washington,2,250330.74,5762,46.26
Los Estramboticos,1,247971.68,8283,29.94
Stephen Wilson Jr.,3,246416.25,5386,44.59
"Coheed and Cambria, Mastodon",2,246402.0,4336,57.45
"Trivium, Bullet For My Valentine",1,246363.8,4670,52.75
Phantogram,4,245860.9,5373,45.86
Matute,1,244687.5,2662,91.92
Lake Street Dive,2,243240.0,4960,49.54
CIF State Basketball Championships ,1,242548.0,33535,7.23
ONEUS,5,239891.75,2398,109.39
"Dispatch, John Butler ",1,239195.0,3537,67.63
Skillet,1,238739.28,4776,49.99
The Flaming Lips,2,238711.53,3322,71.86
Leonid &amp; Friends,4,238200.5,4304,56.32
DeRay Davis,3,237985.9,4607,52.21
YSY A,2,237860.99,3899,54.79
Gregory Alan Isakov,3,237758.56,5617,41.98
"""Night Of The Jumps""",1,234931.36,3414,68.81
"Gin Blossoms, Blues Traveler",1,232224.0,7111,32.66
Kevin James,2,231439.0,3296,70.71
Smokey Robinson,1,230586.0,3545,65.05
flipturn,5,230412.05,6930,32.55
WAR,2,229889.51,3209,60.69
"Black Country, New Road",5,228841.83,6273,35.38
Maren Morris,2,228795.69,3909,49.54
Maddox Batson,3,228309.5,5583,41.78
Chris de Burgh,4,228294.29,3048,75.79
"""I'm Grand Mam""",3,227579.73,5897,38.59
Norah Jones,1,227281.17,2393,94.98
"""10 Years of Choose Love""",1,227171.8,1965,115.61
Bladee,4,226983.79,4967,44.76
Sami Beigi,1,226689.2,2602,87.12
El Mato A Un Policia Motorizado,3,226442.68,6508,33.31
Brian Jonestown Massacre,3,225967.17,5265,42.98
Julieta Venegas,2,225928.6,2660,82.65
Movements,3,224318.6,6020,37.94
Hippo Campus,3,223431.5,5211,42.7
Drew &amp; Ellie Holcomb,2,223126.64,3985,56.06
Mannheim Steamroller,3,223064.69,3453,64.71
Manic Street Preachers,1,222915.45,3800,58.66
The Heart Killers,1,222371.08,3081,72.17
"""Killers of Kill Tony""",1,222170.0,5624,39.5
"""Lost 80's Live""",2,221525.5,3625,64.62
Brothers Osborne,3,221376.54,5664,38.58
Laufey,1,220995.78,3079,71.78
Coral Reefer Band,1,219605.75,2642,83.12
LaMP,2,219520.43,5005,43.04
Armor For Sleep,8,218551.8,7740,28.27
"Tony Baker, KevOnStage",2,218273.0,4548,47.54
Tina Knowles,1,217830.0,2900,75.11
Penn &amp; Teller,1,217433.5,2033,106.95
Jeffrey Sutorious,1,216683.83,3980,54.44
Ralph Barbosa,1,216638.3,4165,52.01
Thievery Corporation,2,215036.15,4998,46.02
The Stranglers,2,214247.49,3382,63.35
MC Magic,1,213868.35,3365,63.56
Los Huracanes Del Norte,1,211559.0,2085,101.47
Kip Moore,3,210934.59,4141,46.59
"Chris Botti, David Foster",1,210198.0,3813,55.13
Kidd Keo,1,209953.97,6456,32.52
Nate Smith ,3,209911.48,6204,33.84
"38 Special, Kansas",1,209839.0,2645,79.33
AFI,3,209456.5,5305,39.33
"""Blippi On Tour""",5,209433.16,4794,43.87
Alessi Rose,5,209076.62,6861,29.35
ANOHNI,1,209024.84,1867,111.96
Maldita Vecindad,1,208684.23,4964,42.04
"The Righteous Brothers, Bill Medley &amp; Bucky Heard",3,208333.5,3202,63.44
Noga Erez,10,208095.62,8312,26.67
Matt Maltese,5,207640.49,6147,34.75
Amos Lee,2,207528.0,3041,68.53
Ted Nugent,1,206358.78,4076,50.63
Get The Led Out,3,206104.0,5605,37.49
"""31 Minutos""",2,205007.44,6248,32.83
Beth Gibbons	,1,202617.0,2686,75.43
The Beta Band,1,202581.9,3762,53.85
Tom Papa,2,202164.9,3203,61.4
George Thorogood &amp; The Destroyers,3,202159.62,3381,61.13
DJ Moma,2,201795.0,5164,39.06
Loreen,3,201090.33,4689,52.94
Apocalyptica,4,200336.74,5040,39.75
Gary Numan,3,200153.42,3669,55.0
ILLENIUM,1,199900.0,2703,73.95
OsamaSon,5,199099.94,6682,29.63
Sharif,2,198887.28,5558,35.56
"Halestorm, Lindsey Stirling",1,198842.23,3589,55.4
Sarai Rivera,1,197992.5,4075,48.59
Kruder &amp; Dorfmeister,1,197589.35,3118,63.37
Dr. Neil deGrasse Tyson,1,196357.0,2038,96.35
Jarlath Regan,7,195496.06,6582,31.0
Kasabian,1,195330.89,2917,66.96
Dylan Scott,2,194183.0,5063,38.36
Viagra Boys,3,193459.48,5031,38.48
"Dirty Heads, Jake Owen",1,193055.0,2683,71.95
Disclosure,1,192731.0,4093,47.09
"""The Rock 2000""",1,192285.07,5973,32.19
"Nelly, Eve",1,191572.04,2170,88.28
Alemán,1,190986.52,5998,31.84
Silverstein,5,190430.89,4970,37.51
Niki,1,188871.27,3483,54.23
Cast,3,188425.31,4035,46.85
"""Gimme Gimme Disco""",7,187350.5,5139,22.62
"Dropkick Murphys, Bad Religion",1,187179.5,3318,56.41
Bassem Youssef,3,186391.6,3154,58.92
SiR,2,186055.5,3641,48.94
The Halo Effect,4,185050.45,4297,41.75
"+LIVE+, Collective Soul",1,184447.68,2392,77.11
Ludacris,1,184117.0,2313,79.6
Draco Rosa,1,182907.14,3251,56.26
Phil Rosenthal,4,182699.89,3493,50.44
Alton Brown,2,182648.25,2435,75.9
UB40,1,181504.0,3137,57.86
"""Rocky Horror Picture Show""",2,181039.32,2977,57.47
Entre Cómplices,1,179861.13,2983,60.3
"Gillian Welch, David Rawlings",3,179592.5,2543,72.88
Don Diablo,1,178390.0,3627,49.18
Fitz and The Tantrums,3,178021.45,4214,43.63
Clairo,2,177749.78,3322,53.51
Gerry Dee,4,177354.78,3426,52.5
Magdalena Bay,4,177302.5,6881,25.31
Pecos &amp; The Rooftops,17,177254.29,6880,25.19
Godsmack,1,176889.72,2817,62.79
Sofia Niño de Rivera,2,175853.74,3175,58.55
"""Boni's Dance Studio""",1,175680.0,5856,30.0
"The Psychedelic Furs, Gary Numan",1,175511.95,3989,44.0
"""Dog Man: The Musical""",1,175425.0,3993,43.93
Jason Mraz,3,174754.68,2982,59.02
In This Moment,3,174115.5,3300,51.38
José Madero,1,173824.98,2970,58.53
Aminé,4,173429.46,3972,43.64
Deirdre O'Kane,4,172946.17,5074,34.17
"Anjunadeep, Tinlicker",1,172400.0,3500,49.26
Half Alive,4,172148.56,4178,41.11
Trampled By Turtles,2,171117.0,3504,47.3
Stayin' Alive: One Night of the Bee Gees,3,170783.15,3405,50.75
Airbourne,4,170414.93,4298,39.98
Jamey Johnson,1,170362.0,2336,72.93
Vampire Weekend,1,169568.0,2564,66.13
Deon Cole,1,169333.0,2254,75.13
James Marriott,3,169222.41,5164,32.85
"Testament, Obituary",2,166225.88,2691,62.1
Bret Michaels,1,165537.43,3748,44.17
The Waterboys,4,165157.89,3875,41.81
The Band Camino,3,164547.34,4246,36.86
LA LOM,4,164381.3,4851,32.17
Jann Arden,1,163468.85,3011,54.29
Yeri Mua	,1,163133.23,5184,31.47
Smino,2,163027.5,3935,40.8
Dread Mar-I,1,162972.31,3618,45.04
Nathy Peluso,1,162799.55,3267,49.83
Machine Head,2,162272.66,3605,44.11
Twin Atlantic,2,162148.44,3791,41.52
The Lathums,3,161973.09,4315,37.19
Sam B. Harris (Podcaster),1,161588.0,2174,74.33
Modest Mouse,2,160897.0,3688,43.48
Darren Kiely,6,160384.12,4960,30.47
Polo &amp; Pan,1,159831.86,3162,50.55
The Stunning,3,159260.17,3886,41.02
KC &amp; The Sunshine Band,1,158684.0,1918,82.73
Bilmuri,3,157918.4,4489,32.9
Dan and Phil,1,157333.63,1929,81.56
Conor Moore,3,157266.75,3476,45.25
Pendulum,1,157189.14,2403,65.41
Richard Hawley,2,156571.36,2345,68.46
Jesse McCartney,1,156350.0,3625,43.13
Alison Moyet,3,156269.01,2667,56.81
Adam Ray is Dr. Phil Live,1,155805.0,2350,66.3
Keith &amp; Kristyn Getty,1,155756.06,2692,57.86
Nortec Collective,1,155467.53,5036,30.87
America,1,155404.77,1984,78.33
Leela James,1,154578.5,1816,85.12
BOYZLIFE feat. Brian McFadden and Keith Duffy,4,154243.74,3854,41.3
Sophie Ellis-Bextor,2,153881.49,2938,52.38
Idlewild,3,153714.08,4267,35.35
Wilco,1,153673.0,2423,63.42
"""The Thorn""",1,153555.0,2359,65.09
SFDK,1,153165.68,3047,50.27
Ramy Youssef,1,152058.5,2753,55.23
The Maccabees,3,151790.24,3276,48.59
Kathleen Madigan,2,150506.97,2615,58.32
Pigeons Playing Ping Pong,5,149404.48,4247,34.56
Doves,3,149346.28,3300,45.04
Trixie Mattel,1,148715.0,3000,49.57
Wendy,2,147855.5,1451,103.17
Steel Panther,5,147600.18,3530,41.97
Caravan Palace,2,147574.9,4378,33.8
Rob Lamberti,2,147358.19,2482,59.38
Collective Soul,2,147039.5,2720,54.02
Gemini Fourth,1,146577.13,2311,63.43
Lamp (Japan),3,146338.0,2913,50.72
Bright Eyes,3,145630.95,2759,50.87
hannah bahng,2,145093.96,2412,60.45
Rachel Galvo,4,144634.37,4202,31.39
Jade,2,144440.04,3158,45.74
Ximena Sarinana,1,144092.34,2829,50.93
BigXthaPlug,1,143990.9,2053,70.14
"""Gabby's Dollhouse Live""",3,143990.23,3329,44.21
Denzel Curry,2,143391.99,3323,44.37
Wyatt Flores,2,143330.27,4716,30.1
Yusuf / Cat Stevens,1,142984.37,1239,115.4
NoCap,2,142856.0,3345,43.44
