Headliner,Count,Total_Gross,Tickets_Sold,Avg_Ticket_Price
Larkin Poe,2,142170.12,3147,44.62
Pouya,4,142138.0,4631,30.75
Molchat Doma,2,141569.73,3823,34.44
Dillom,1,141337.59,4222,33.48
Jimmy Eat World,2,140713.58,2854,49.32
Sam Barber,2,140510.0,4525,31.46
Sal Vulcano,1,139609.9,2630,53.08
"Guster, The Mountain Goats",1,139309.0,2624,53.09
Spacey Jane,3,139012.04,3795,35.76
The Beaches,1,138801.72,3347,41.47
"Seether, Daughtry",1,138731.45,3101,44.74
The Midnight,2,138685.59,3559,39.04
Clubz,1,138426.27,4365,31.71
Everything Everything,2,138424.13,3345,41.22
Ana Bárbara,1,138356.0,1936,71.46
Yelawolf,3,138129.0,3544,39.05
Peter Cat Recording Co.,1,138025.0,3350,41.2
Lyra,5,138006.45,3507,39.21
James Morrison,1,137680.27,2182,63.1
Kansas,1,137139.19,1449,94.64
Reik,1,137130.5,2180,62.9
"""The Pivot Podcast""",1,136640.49,2334,58.54
Insane Clown Posse,3,136613.0,2989,45.44
Marcello Hernández,1,136397.0,2136,63.86
Zack Fox,3,136347.4,4180,32.62
Tape B,2,135810.5,3434,39.24
Dr. John Cooper-Clarke,1,135262.38,2533,53.4
Buddy Guy,1,134732.73,2278,59.15
Rick Springfield,1,134044.0,1209,110.87
Marlon Wayans,1,133472.0,2166,61.62
Watchhouse ,2,133471.0,3183,41.62
"""Young Hot Guys""",3,133413.87,3533,38.49
San Pascualito Rey,2,133026.78,3990,32.26
Kybba,1,132905.0,3406,39.02
Garbage,1,132869.0,2180,60.95
Ben Harper &amp; The Innocent Criminals,1,132750.0,2196,60.45
Sam Morril,2,132199.7,3679,44.06
Los Pericos,1,131465.07,2597,50.62
Hinder,4,129381.0,3985,33.03
Alleh y Yorghaki,1,129334.01,3580,36.13
Blues Traveler,1,129289.25,1915,67.51
Kacey Musgraves,1,128580.8,1418,90.68
Guster,2,128267.6,2756,46.53
Mo Gilligan,1,128150.64,3727,34.38
Joy Crookes,2,128088.58,3090,41.48
"""A Fairytale For Christmas""",7,128086.99,3508,35.94
The Psychedelic Furs,2,127478.94,2045,60.4
Bullet For My Valentine,1,126525.0,2376,53.25
Ms. Pat,1,126326.0,2319,54.47
Levity,2,125918.0,4199,30.19
Lucybell,1,125594.29,2702,46.48
Euphorics,1,124596.6,2930,42.52
Marcus King,1,124525.3,2086,59.7
JT,1,124250.0,2471,50.28
Brandi Carlile,1,124010.47,1929,64.29
Howard Jones,2,123763.0,1694,73.09
The Beach Boys,1,123687.7,2680,46.15
Flo,2,123590.45,3969,31.29
Jet,2,123476.85,2468,51.8
Feeder,1,123429.49,2550,48.4
Jessica Kirson,1,123313.5,2743,44.96
grentperez,3,121843.63,2996,38.27
Trevor Wallace,1,121764.75,3096,39.33
Wilder Woods,2,121551.55,2867,40.92
Clutch,2,121493.96,2681,43.35
Los Cafres,1,121479.36,3052,39.8
Skunk Anansie,1,121145.16,2514,48.19
Ben Portsmouth,2,120909.0,2424,49.88
Guaco,1,120840.44,1991,60.69
Freddie Gibbs,1,120000.0,3000,40.0
"""Reggae Fest Blaze""",1,119945.0,2575,46.58
St. Paul &amp; The Broken Bones,2,118733.0,2255,58.75
TV On The Radio,1,118127.0,2208,53.5
Gary Allan,1,117988.0,1479,79.78
Joy Oladokun,2,117414.5,3324,34.02
Mimi Webb,2,117299.19,2545,46.1
Rhod Gilbert,4,117181.65,2301,51.21
Cannibal Corpse,3,117120.0,3146,37.16
BRESH,1,117103.9,2784,42.06
Celeste Barber,2,117073.38,2358,49.98
The O'Jays,1,116819.5,1289,90.63
Cameron Whitcomb,3,115449.86,3764,29.75
David Cross,4,114624.74,3260,35.48
Postmodern Jukebox,2,114267.78,1854,61.11
Rebecca Black,3,114229.41,3360,31.08
Colin James,2,114118.84,2237,51.52
Alexandra Kay,4,113911.05,3364,33.86
Rain - A Tribute To The Beatles,2,112417.0,2595,44.52
Clint Black,1,112354.1,1699,66.13
JPEGMafia,2,112110.54,3561,31.56
The Highstool Prophets,6,111459.62,3303,33.89
Malala Yousafzai,3,111370.64,2287,49.91
Ravyn Lenae,2,111247.04,2486,43.59
Des Bishop,3,110517.34,3212,34.53
That Mexican Ot,2,110439.0,2184,51.74
The Divine Comedy,1,110162.08,1934,56.96
Ricardo Caballero,3,109952.54,1239,88.78
Houndmouth,1,109424.93,1797,60.89
Ethel Cain,1,109281.61,2419,45.18
"Rick Springfield, Richard Marx",1,109109.7,1435,76.03
Bill Murray and His Blood Brothers,1,108883.0,1071,101.66
Jesse Welles,4,108366.39,3469,27.32
Rob Beckett,2,108173.67,2369,45.67
Dallas Cowboys Cheerleaders,2,107525.87,2527,42.04
Evan Honer,6,107457.12,4281,25.49
Big Thief,1,107149.24,1729,61.97
Of The Trees,2,106835.0,3375,30.2
Johnny Reid,1,106527.25,1728,61.65
Maz Jobrani,2,106424.0,1784,57.25
Jim Jefferies,1,105997.83,1365,77.65
Oteil Burbridge,1,105946.62,1070,99.02
Richy Mitch &amp; The Coal Miners,5,105937.28,3554,29.09
Straight No Chaser,1,105701.5,1775,59.55
Majo Aguilar,1,105494.7,2770,38.08
The Tumbling Paddies,2,105167.06,3276,32.14
Night Ranger,1,105087.0,1586,66.26
Queen Of The Night - A Tribute to Whitney Houston,2,104914.15,2555,41.08
Ian,3,104599.66,3210,32.82
Joey Diaz,1,104441.0,1386,75.35
Ichiko Aoba,1,104354.86,2567,40.65
Porter Robinson,2,104352.3,2774,37.38
Voyd,1,103610.48,2498,41.48
RuPaul,2,103545.76,1201,85.88
"Toro Y Moi, Panda Bear",2,103181.5,2761,37.39
Mana Moana,1,103127.88,6093,16.93
"Ralph Barbosa, Rene Vaca",1,103074.25,1552,66.41
"""Anastasia""",1,102847.85,1608,63.96
The Roots,1,102698.0,1468,69.96
Maria Leon,1,102272.84,1638,62.44
W.A.S.P.,2,102164.35,2019,50.61
Jorge Lozano,1,101802.51,1823,55.84
Three Dog Night,2,101695.64,1503,51.64
Jerry Cantrell,1,101472.0,1652,61.42
The Charlatans UK,1,101308.61,1900,53.32
"Hermanos de Leche - Adrián Marcelo &amp; Ivan Fematt ""La Mole""",1,101130.07,1677,60.3
Fromis_9,1,100987.25,933,108.24
"""Tenement Trail""",1,100791.4,2053,49.09
Lil Tracy,2,100759.71,2762,38.72
Kika Edgar,1,100666.47,2315,43.48
Agnes Obel,1,100368.22,1978,50.74
Tiffany Haddish,2,100264.39,1474,67.83
"Machine Head, In Flames",1,99894.5,1965,50.84
Eme Malafe,1,99802.86,2878,34.68
legallyrxx,1,99731.66,2883,34.59
Aqua,1,99404.4,1704,58.34
"""The Happy Together Tour"", The Turtles",1,99242.0,1458,68.07
Bellakath,1,98658.67,3310,29.81
Brantley Gilbert,1,98534.0,3931,25.07
Tab Benoit,4,98259.53,2114,46.45
Starsailor,2,98247.23,2297,42.3
Billy Strings,1,98105.66,2007,48.88
"""Central Bank Downtown Live!"", Ty Myers",1,97704.0,3096,31.56
Joshua Bassett,2,97089.1,2217,43.32
Black Rebel Motorcycle Club (B.R.M.C.),1,96739.73,2233,43.32
Leon Thomas,1,96605.5,2425,39.84
Paris Paloma,2,96140.02,2928,32.18
George Clinton and Parliament Funkadelic ,2,96135.2,1617,56.16
Banks,2,95737.0,2355,40.77
Randy Rainbow,1,95576.0,1604,59.59
Becky Robinson,4,95193.92,2016,42.37
Rich Mafia,1,95143.65,1785,53.3
Wunderhorse,1,94889.55,2331,40.71
Grand Funk Railroad,1,94885.0,1361,69.72
Paddy McGuinness,3,94855.45,2039,46.91
English Teacher,2,94811.42,2887,32.84
"""The Dirty Dancing Concert Tour""",2,94440.2,2170,43.94
Alabama 3 (A3),3,94432.07,2500,37.48
The Original Rudeboys,4,94380.96,2577,29.86
Don Broco,1,94242.78,1900,49.6
Arcy Drive,7,93963.22,4678,20.06
Bill Bellamy,1,93744.0,1848,50.73
Maribou State,2,93727.48,2528,30.22
Uncle Waffles,1,93722.0,1864,50.28
RØZ,1,93479.76,3100,30.15
Jessica Audiffred,1,93066.57,3777,24.64
Jay Leno,1,92514.62,1247,74.19
Olly Alexander (Years &amp; Years),2,92433.26,2139,43.66
Chippendales,1,91828.22,1690,54.34
Midland,1,91469.42,1934,47.3
The Temperance Movement,2,91222.14,2649,33.8
Wheatus,5,90976.83,2814,29.82
Andy Grammer,1,90932.5,2272,40.02
GWAR,2,90787.5,2054,42.56
Sons Of The East,2,90695.95,2153,42.56
Aaron Lewis &amp; The Stateliners,1,90401.0,1862,48.55
NxWorries,1,89706.0,1448,61.95
Michael Franti &amp; Spearhead,1,89656.0,2001,44.81
The Imperfects,1,89139.66,2217,40.21
Sullivan King,2,88945.5,2559,34.51
Gigi Perez,3,88905.73,3081,29.7
Shakey Graves,3,88873.5,2327,37.93
La bande-son imaginaire,1,88833.96,2447,36.3
David Grisman,1,88726.0,1666,53.26
Gene Simmons,1,88612.0,820,108.06
Hanson,1,88410.0,1160,76.22
The Backseat Lovers,1,87974.0,1708,51.51
M.I.A.,1,87714.85,1367,64.17
"""Summer Games Fest""",1,87561.0,1566,55.91
"""Seven Drunken Nights""",3,87463.88,1946,44.76
Wynton Marsalis,1,87333.5,2915,29.96
Static-X,2,87105.16,2244,39.08
Kim Deal,2,87011.5,1704,51.11
Georgie Carroll,2,86679.4,2940,29.49
Kyla Cobbler,2,86570.76,2567,33.78
Imelda May,3,86440.3,1585,54.54
Calum Bowie,4,86438.66,2888,28.02
Dope Lemon,1,86436.71,1915,45.14
Jacob Collier,1,86411.26,1726,50.06
PiL (Public Image Ltd),2,86373.74,1581,56.15
The Almighty,2,86277.89,1578,55.55
Mary Chapin Carpenter,1,85998.8,854,100.7
Balu Brigada,1,85746.86,1919,44.68
Prof,2,85376.5,3100,20.36
Citizen Soldier,3,85307.13,2805,31.46
Ángela Aguilar,1,84581.0,1287,65.72
thrown,6,84495.62,3872,21.98
Saxon,1,84451.77,1636,51.62
Basement,2,84421.83,2087,41.18
Randall King,10,84266.0,3954,23.25
Heaven 17,1,84186.79,1900,44.31
"Kenny Wayne Shepherd, Bobby Rush",1,83708.0,1293,64.74
David Archuleta,8,83443.5,3040,27.49
Sturniolo Triplets,1,83170.27,1562,53.25
"""MomTok"" The Unholy Tea""",1,82988.84,1116,74.36
Rashan Brown,1,82909.25,1230,67.41
Whitney Cummings,2,82521.78,1588,52.48
"""Páramo Celebra""",1,81982.95,1713,47.86
BØRNS,1,81839.29,1901,43.05
Tremonti,2,81811.5,1999,39.69
The Rush Tribute Project,2,81355.92,1982,40.54
Subtronics ,1,80914.6,2146,37.7
"Aaron Lewis, Aaron Lewis &amp; The Stateliners",1,79886.0,879,90.88
Dire Straits Experience feat. Chris White,1,79797.89,1661,48.04
Arcane,2,79598.46,1785,44.6
38 Special,1,79323.35,1480,53.6
The Magic Numbers,1,79235.28,1693,46.8
49th &amp; Main,2,79158.46,2986,26.58
"""The Second Captains Podcast""",2,79086.91,1604,49.29
Our Last Night,1,79031.5,1804,43.81
Stevie B,1,78756.0,1538,51.21
"Damian ""Jr. Gong"" Marley, Stephen Marley",1,78166.96,1385,56.44
The New Mastersounds,3,77931.76,1936,41.73
Orbital,1,77828.42,1546,50.34
Highly Suspect,1,77620.0,1740,44.61
Kim Dracula,2,77576.13,1934,39.97
Engelbert Humperdinck,1,77437.0,1150,67.34
Lil Tecca,1,77207.98,1989,38.82
The LaFontaines,1,77172.07,2116,36.47
Mark Normand,1,76955.81,1121,68.65
Sexolandia,1,76825.54,2185,35.16
Social Distortion,1,76374.0,1440,53.04
David McSavage,2,76328.92,2005,39.0
La Barranca,1,76214.38,1933,39.43
Javier Blake,1,75592.36,2336,32.36
Asking Alexandria,2,75517.0,1673,45.14
Leslie Odom Jr.,1,75262.0,911,82.61
Cold,9,75249.0,3007,25.1
Samia,4,75226.11,3135,23.67
Chris Kent,2,74863.08,2200,34.04
An Audience with Coronation Street,1,74817.26,1167,64.11
Lola Young,1,74705.92,2296,32.54
Raekwon,1,74635.5,1576,47.36
Kathy Griffin,1,74350.0,1125,66.09
Alan Sutton,2,74287.51,1901,40.55
Lane 8,2,74260.0,2980,25.52
MICO,4,74188.08,2623,29.89
Arthur Hill,2,74093.26,2750,26.72
Battle Beast,2,73947.56,1730,42.68
Knock2,1,73539.22,1793,41.01
d4vd,1,73447.53,1800,40.8
"""Santa's Circus""",1,73396.0,1509,48.64
Justin Moore,1,73253.8,1374,53.31
Whitechapel,2,73013.0,2321,31.45
Amy Grant,2,72933.5,1164,62.8
The String Cheese Incident,1,72911.5,1505,48.45
Elephant Sessions,1,72219.31,2086,34.62
Andy Frasco &amp; The U.N.,4,72054.19,2601,27.29
Matteo Bocelli,1,72028.72,1076,66.94
Self Esteem,1,72008.51,1597,45.09
Unknown Mortal Orchestra,2,72005.03,2150,32.63
Kris R,1,71884.46,2246,32.01
Iration,1,71742.5,1925,37.27
Voyage,1,71725.25,2368,30.29
Stayin' Alive - The Bee Gees Tribute,2,71713.4,1652,46.12
Morgan Wade,3,71548.32,2196,31.53
Ani DiFranco,1,71493.0,1692,42.25
Don West,2,71314.56,2124,33.62
Nazareth,1,71241.02,1725,41.3
Big Head Todd &amp; The Monsters,1,71175.0,1950,36.5
The Zutons,1,71059.61,1806,39.35
LSZEE,1,70973.6,2531,28.04
Jeff Goldblum &amp; The Mildred Snitzer Orchestra,1,70562.75,970,72.75
Tindersticks,1,69685.87,1237,56.33
Mark Ambor,1,69608.44,1659,41.96
The Enemy,1,69491.52,1900,36.57
"""Central Bank Downtown Live!"", Sierra Ferrell",1,69468.0,1814,38.3
Bryce Vine,2,69286.0,2037,34.36
Isabel LaRosa,4,69256.57,2232,30.57
David Foster,1,69033.94,971,71.1
Orishas,1,68916.64,1761,39.13
Jack Lukeman,1,68885.93,1223,56.33
Hudson Westbrook,2,68830.0,2443,25.66
Refused,1,68687.87,934,73.54
Nasa Histoires,3,68652.48,1680,40.68
Queen Extravaganza - Trib. to Queen,2,68497.15,1682,42.41
What The World Needs Now - The Bacharach Songbook Live,1,68400.0,974,70.23
Francis Ford Coppola Presents Megalopolis,1,68181.84,1524,44.74
Rend Collective,1,68176.39,1476,46.19
Bootleg Beatles,5,68160.29,1216,57.3
Los Concorde,1,67956.24,1812,37.5
NewDad,2,67507.76,2318,28.52
+LIVE+,1,67505.0,792,85.23
Los De Abajo,1,66938.2,2125,31.5
Matteo Lane,1,66813.0,1173,56.96
"""Cirque Musica Holiday Wonderland""",1,66637.35,1345,49.54
Qween and the Dublin Gospel Choir,1,66496.48,1596,41.66
"Pup, Jeff Rosenstock",1,66222.86,2143,30.9
Ruston Kelly,2,66040.0,1147,57.58
Steve Hackett,1,65882.0,935,70.46
Cavalera Conspiracy,1,65737.0,1801,36.5
Murder By Death,2,65252.0,1810,35.76
BUNT.,1,65170.56,2696,24.17
Doctor Krapula,1,65160.7,1667,39.09
"Terri Clark, Paul Brandt",1,65035.24,1232,52.79
HONNE,1,64624.07,1310,49.33
Loverboy,1,64606.12,1731,37.32
Trousdale,6,64567.91,2647,22.13
Aslan,2,64463.88,1623,40.03
The Cliffords,3,64111.28,2420,23.95
"""Juanpis Live Show""",1,63809.78,1855,34.4
"Yo La Tengo, Built To Spill",1,63756.0,1240,51.42
"""Rock Against Homelessness""",1,63615.85,1659,38.35
Suki Waterhouse,1,63447.01,1339,47.38
Yächtley Crëw,2,63424.2,2496,24.86
Lawrence,2,63169.24,1844,35.23
Mae,4,62961.93,2534,25.36
Ryan Bingham,1,62850.0,1300,48.35
Ryan McMullan,3,62546.3,1850,33.38
Dane Cook,1,62320.48,853,73.06
Whole Lotta Zepp,1,62205.69,1520,40.92
Fortune Feimster,1,62048.25,851,72.91
Lloyd Cole,1,62037.0,1211,51.23
Vilma Palma e Vampiros,2,61854.49,1537,40.79
Ash,2,61562.04,1683,36.65
Hugel,1,61226.45,1011,60.56
Africa Express,1,60834.31,1362,44.67
Herb Alpert,1,60640.95,1258,48.2
D'Aydrian Harding,1,60055.0,1087,55.25
Rosie O'Donnell,1,59882.51,1197,50.03
Quadeca,3,59784.26,2050,28.06
The Game,1,59724.59,1071,55.77
Matt Berninger,1,59720.13,1300,45.94
"Kim Dracula, HANABIE.",2,59545.0,1496,39.97
"""Tinderella Rides Again""",1,59416.85,1209,49.15
Uncle Acid &amp; The Deadbeats,2,59345.53,1455,40.45
For Those I Love,2,59186.37,1589,35.79
Daniel Seavey,3,59135.61,1416,43.33
Gin Blossoms,1,59079.0,1035,57.08
Gasolina Party,2,58937.0,3285,17.96
"""This Is Important LIVE!""",1,58876.0,1188,49.56
JoJo Siwa,1,58725.31,850,69.09
Surfistas del Sistema,1,58683.22,2486,23.61
Rubytates,1,58575.06,1609,36.4
Aunty Donna,1,58550.59,1155,50.69
Daði Freyr,2,58462.07,1843,31.67
Liquits,1,58399.77,2247,25.99
Judy Collins,2,58371.95,1125,51.41
Daily Bread,1,58148.0,1870,31.1
"David Foster, Katharine McPhee",1,57738.0,766,75.38
Drive-By Truckers,1,57500.5,1512,38.03
The White Buffalo,2,57079.48,1727,34.22
Miguel Mateos,1,57053.41,730,78.16
The Royston Club,1,56883.12,1900,29.94
Badly Drawn Boy,2,56770.4,1328,42.85
Robin Trower,1,56663.0,943,60.09
Slacker Media Group,2,56635.0,2407,24.26
Dorian,1,56563.55,2115,26.74
"""Dancing At Lughnasa""",3,56534.64,1205,47.43
Midnight Generation,5,56412.74,2029,27.13
Razorlight,1,56390.02,1300,43.38
Oh Wonder,2,56072.44,1499,37.89
Jack Keys,1,56012.85,300,186.71
Shayne Ward,2,55880.7,771,72.31
Karl Denson's Tiny Universe,1,55822.29,1318,42.35
Warren Haynes,1,55766.0,968,57.61
Scala &amp; Kolacny Brothers,3,55736.16,1400,41.49
Joss Stone,1,55681.73,880,63.27
Rod Tuffcurls And The Bench Press,4,55420.0,2108,26.34
Tom Cochrane,1,55105.67,1579,34.9
Great White,1,54684.0,949,57.62
Yung Gravy,1,54672.5,1565,34.93
Mary Black,1,54554.5,1279,42.65
Joesef,1,54373.86,1500,36.25
"Movements, Citizen",1,54243.5,1353,40.09
Lit Killah,1,54124.29,1364,39.68
Dogs in a Pile,4,54111.73,2497,21.32
Dawes,2,54016.0,1192,45.32
Jesse Cook,1,53994.31,1184,45.6
Mariah The Scientist,1,53437.5,1425,37.5
"""Gasolina Dance Party""",1,53395.5,2715,19.67
Desi Banks,1,53375.0,1083,49.28
Counterparts,2,53124.32,1015,45.67
Tinashe,1,53028.56,1456,36.42
Lauren Mayberry,2,52997.63,1358,39.12
The Chats,2,52969.23,1393,38.02
Zakk Sabbath,1,52884.0,1203,43.96
"""Bop To The Top""",4,52798.5,2767,19.53
Sevendust,2,52637.0,1250,42.58
Larry Fleet,2,52409.82,1744,30.0
Tyler Hubbard,2,52320.5,1706,30.67
Elsa Y Elmar,1,52319.68,1502,34.83
Orla Gartland,1,52190.58,1651,31.61
Stereolab,1,52028.17,1300,40.02
Matt Hansen,3,51924.17,1723,28.32
The Academic,1,51894.23,1313,39.52
Hamish Hawk,1,51867.34,1297,39.99
"""K-Pop Club Night""",2,51825.0,1389,34.97
Josiah Queen,1,51525.0,1500,34.35
The Classic Rock Show,2,51228.93,1386,37.52
Mack Fleetwood,1,51138.74,1659,30.83
Biig Piig,2,50913.95,1895,26.56
Bitch Sesh,1,50727.23,861,58.92
La Vela Puerca,1,50531.62,1668,30.29
"""Wheel of Fortune - The Live Tour""",1,50395.0,1055,47.77
"""Bored Teachers Comedy Tour""",1,50236.0,1142,43.99
RY X,1,50017.88,1426,35.08
Soul Coughing,1,49974.5,1196,41.78
Maca &amp; Gero,1,49841.88,1946,25.61
Mersiv,1,49667.0,1378,36.04
Big Gigantic,1,49623.5,1270,39.07
Ziggy Alberts,2,49573.28,1242,39.66
Fionn Regan,6,49501.85,1469,32.59
Charles Wesley Godwin,2,49465.98,1693,29.21
Geordie Kieffer,1,49337.44,1360,36.28
King Princess,2,49197.82,1392,34.96
Los Lonely Boys,1,49192.0,1024,48.04
Bjorn Again,1,49155.45,1232,39.9
Circa Waves,1,49096.04,1416,34.67
The Moss,5,49069.2,2261,21.4
Billie Marten,3,49054.61,1885,25.12
Howie Mandel,1,48996.0,712,68.81
"""Dockers: Songs and Stories of Dublin Docks""",5,48931.93,1438,34.67
Maverick Sabre,1,48630.74,1660,29.3
"""Hansel, Gretel &amp; The Witch""",7,48584.39,2547,19.17
The Allman Betts Band,1,48512.66,859,56.48
Wilson Phillips,1,48241.0,755,63.9
Marianas Trench,1,48233.34,1113,43.34
"Hudson Westbrook, Ian Munsick",1,48212.5,1100,43.83
Kae Tempest,1,48211.85,1244,38.76
Shoreline Mafia,1,48117.5,1358,35.43
Beach Bunny,1,48054.5,1673,28.72
"""Stans""",1,48000.0,1200,40.0
Joanna “JoJo” Levesque,1,47825.0,1314,36.4
CG5,2,47764.41,1038,44.74
John Vincent III,3,47729.2,1667,28.74
Antidoping,2,47640.26,2261,22.92
Chezile,4,47320.5,2062,22.2
These Charming Men ,1,47162.54,1620,29.11
Deafheaven,4,47112.0,1590,29.88
One Night In Nashville,1,46956.45,1411,33.28
"""Accents""",3,46940.79,1451,32.1
They Might Be Giants,1,46702.5,1215,38.44
Gipsy Kings feat. Tonino Baliardo,1,46550.0,716,65.01
BossMan Dlow,1,46463.0,1589,29.24
Kameron Marlowe,1,46385.0,1512,30.68
Jacquees,1,46364.0,829,55.93
Cooper Alan,1,46358.03,1366,33.94
The Front Bottoms,1,46339.5,1250,37.07
Heather McMahan,1,46307.72,711,65.13
Chayce Beckham,3,46276.46,1354,33.54
N.Flying,1,46216.5,424,109.0
"Still Woozy, Winnetka Bowling League",1,46200.0,1200,38.5
Black Violin,1,46153.9,870,53.05
Golden Ganga,1,46135.58,1270,36.33
Almost Queen - Trib. To Queen,1,46061.75,1450,31.77
PJ Morton,1,46060.5,1227,37.54
Luke Combs UK (Tribute),2,46023.74,1579,29.04
Chase Matthew,2,46002.2,1463,26.4
Martin Amini,1,45968.35,976,47.1
Mike Sherm,1,45930.0,1350,34.02
Joanne Shaw Taylor,3,45849.5,847,52.07
Atreyu,2,45813.53,1334,34.22
Alkaline Trio,1,45750.0,1250,36.6
Natos y Waor,1,45510.54,1531,29.73
Pete Davidson,1,45487.2,580,78.43
Tony Ann,1,45423.94,958,47.42
Orange Goblin,2,45414.43,1023,45.42
Kerala Dust,1,45389.26,1190,38.14
Paul Taylor,3,45325.22,1423,31.32
Torreblanca,2,45251.45,1392,32.5
Ardal O'Hanlon,1,45186.24,1213,37.25
Katie Gregson-MacLeod,6,44847.98,2088,21.53
Tom Keifer,1,44844.79,1083,41.41
Buckcherry,1,44688.49,1057,42.28
South Arcade,2,44377.23,1847,24.01
"Chris Olsen, Ryan Trainor",1,44188.52,1453,30.41
Los Daniels,1,44096.2,1794,24.58
Bacilos,1,44049.24,1193,36.92
Wayne Brady,1,44011.1,673,65.4
Stayin' Alive - The Ultimate Trib. to Bee Gees,2,43899.0,799,55.43
Bear's Den,2,43893.44,994,40.36
The Birthday Massacre,3,43883.0,1840,24.01
Wild Rivers,1,43670.0,1230,35.5
Mersey Beatles - Trib. to The Beatles,1,43524.19,1099,39.6
Sophie McCartney,3,43473.59,1500,29.03
The Songs of Joni Mitchell,2,43385.26,1008,41.24
Explosions In The Sky,1,43147.25,1137,37.95
Jason Byrne,1,43028.56,1198,35.92
LIT,1,42789.0,693,61.74
Zeal &amp; Ardor,2,42596.96,1263,33.77
Fit For A King,1,42556.0,1351,31.5
The Doors Alive,1,42538.07,1497,28.42
Ben Folds,1,42484.1,782,54.33
We Are Scientists,2,42380.94,1320,31.82
Brògeal,6,42361.92,2055,19.82
Soft Play,1,42359.75,1116,37.96
Paloma Morphy,1,42344.81,1107,38.25
Jonathan Van Ness,2,42236.4,637,66.56
Rainn Wilson,1,42208.6,836,50.49
Karnivool,1,41909.3,850,49.31
Brooke Combe,1,41853.54,1433,29.21
Laurie Berkner,1,41703.5,803,51.93
Emei,4,41459.56,1580,26.9
Silvestre y La Naranja,1,41421.15,1378,30.06
"""Work It! A 90's &amp; 2000's R&amp;B &amp; Hip Hop Party""",5,41412.0,1955,20.3
Nightly,1,41276.93,1137,36.3
"""You Should Know Podcast""",2,41215.0,935,44.12
Buena Vista Social Club Orchestra,1,41186.0,919,44.82
"""MeatEater Live""",1,41060.0,688,59.68
Choir! Choir! Choir!,4,41058.02,1032,40.22
Will Wood,1,40908.5,689,59.37
Arde Bogotá,1,40794.29,1140,35.78
Mustafa Sandal,1,40737.35,601,67.78
Jalen N'Gonda,1,40719.47,1300,31.32
"""The Emo Night Tour""",3,40617.5,1807,22.45
Nick Mulvey,3,40584.49,1043,38.33
Palaye Royale,2,40546.5,1482,27.05
Jenny Greene,1,40491.48,1161,34.88
"""OTT Wrestling""",2,40482.87,778,52.83
Slacker University,2,40300.0,1917,22.1
The Cribs,1,40248.57,1000,40.25
Mark Mehigan,3,40059.7,961,42.09
Charley Crockett,1,40037.0,954,41.97
Blood Incantation,1,39791.16,850,46.81
Hollywood Undead,1,39742.5,853,46.59
Estelares,2,39738.76,1072,37.07
Lyle Lovett &amp; His Large Band,1,39731.35,760,52.28
Ela Minus,2,39688.6,1543,25.65
Michael W. Smith,1,39680.0,893,44.43
Elena Rose,1,39339.39,954,41.24
The Panhandlers,1,38967.5,830,46.95
Russell Howard,1,38960.0,960,40.58
Zachariah Porter,2,38928.0,890,44.76
La Tremenda Korte,1,38877.91,1526,25.48
Devin Townsend,1,38850.0,869,44.71
Rigoberta Bandini,1,38807.76,935,41.51
Trey Kennedy,1,38799.85,957,40.54
"""The Offload"" Podcast",1,38793.84,995,38.99
"""Keep It Positive, Sweetie! with Crystal Renee Hayslett""",1,38776.5,1249,31.05
Blondshell,2,38702.89,1394,28.07
Gogol Bordello,1,38652.06,964,40.1
Theory of a Deadman,1,38553.27,836,46.12
"""School Yard Rap""",1,38549.3,4916,7.84
BabyTron,1,38530.0,862,44.7
Duckwrth,1,38530.0,862,44.7
Marcin,1,38530.0,862,44.7
Janine,1,38530.0,862,44.7
Rubblebucket,3,38419.34,1466,25.62
Mat Kearney,1,38382.5,976,39.33
Paul Chowdhry,4,38375.16,735,57.75
DUG,3,38342.31,1430,23.84
Ben Barnes,3,38313.41,1102,33.99
Khakikid,2,38296.54,1294,26.34
Juan Duque,1,38227.93,1556,24.57
Tommy Cash (Rap),2,38175.17,995,38.58
Corey Kent,3,38024.03,1300,29.02
Yoss Bones,1,38017.89,1240,30.66
Australia's Thunder From Down Under,1,37898.0,586,64.67
Napalm Death,1,37851.44,850,44.53
Allison Russell,1,37834.15,1001,37.8
Luvcat,3,37722.34,1834,19.87
Judah &amp; The Lion,1,37606.0,1016,37.01
Clipping.,3,37552.0,1505,24.95
Nothing More,1,37352.5,1048,35.64
Biohazard,1,37249.74,838,44.45
"""Keep it Tight"" Podcast",1,36899.36,975,37.85
Primordial,1,36870.51,744,49.56
Somebody's Child,2,36856.79,1490,24.62
Rianne Downey,2,36710.99,1401,24.82
P1 With Matt &amp; Tommy,2,36682.32,1038,35.19
Emmanuel Smith,1,36572.51,2465,14.84
REEF,1,36478.32,847,43.07
Killer Queen Feat. Patrick Myers,1,36426.0,753,48.37
Louis Dunford,1,36342.11,1412,25.74
Countess Cabaret,1,36041.68,722,49.92
Yves,1,36009.33,485,74.25
Roy Wood Jr.,1,35996.5,601,59.89
Mk.gee,1,35916.15,900,39.91
Sebastian Bach,1,35910.0,687,52.27
Our House - The Music of CSNY,2,35844.0,839,41.64
"Citizen Soldier, 10 Years",1,35789.0,1162,30.8
Pat &amp; Faye Shortt,2,35688.36,1188,28.9
Baby Lasagna,2,35688.08,1104,32.39
State Champs,1,35616.25,1025,34.75
