Headliner,Count,Total_Gross,Tickets_Sold,Avg_Ticket_Price
The Royston Club,2,137452.79,3732,36.23
Royel Otis,2,136497.09,3218,42.56
"""Detroit Gospel Legends""",1,135903.0,1486,91.46
Tucker Wetmore,2,135753.39,2431,55.3
"Shine, Shine",1,135247.41,1599,84.58
Raf-Saperra,3,132611.8,3533,34.63
Cavetown,2,132435.44,2973,44.68
"""Netflix Is A Joke"", ""Pardon My Take"" Podcast",1,132129.7,1852,71.34
Gary Owen,1,132092.5,2175,60.73
Jesse &amp; Joy,1,131467.0,1980,66.4
Meme,1,131012.24,3048,42.98
Dire Straits Experience feat. Chris White,3,129928.44,2295,56.07
Twinsick,1,129240.0,3584,36.06
Jefferson Starship,2,128492.0,2862,48.34
I See Stars,8,128471.27,5026,25.6
"""Anthony Pettis Fighting Championship""",1,128243.91,2379,53.91
Travis Tritt,1,127327.0,2515,50.63
Kaydy Cain,1,126433.95,3793,33.33
Dominguinho,1,126396.2,2445,51.7
Brit Floyd,2,126104.5,2322,53.74
Leon Thomas,2,125703.44,2338,55.38
Chet Faker,1,125554.0,3107,40.41
Hasan Raheem,3,125241.68,3677,32.82
The Twilight Sad,1,125234.43,3086,40.58
Francis Rossi,6,124864.29,1598,82.54
Matteo Bocelli,1,124418.65,2694,46.18
BADBADNOTGOOD,2,123983.46,2145,57.8
Yellowcard,1,123806.18,2496,49.6
Khamari,3,123502.85,2651,43.66
Tesla,1,123343.0,1407,87.66
Descendents,2,122950.0,2826,42.71
BossMan Dlow,2,122154.14,2795,43.7
The Phil Collins Story,3,122092.0,2722,44.27
The Divine Comedy,1,121576.36,1892,64.26
Audien,1,120980.0,2862,42.27
Chris Isaak,1,120182.0,1856,64.75
Nach,2,120041.56,2374,51.8
Herbie Hancock,1,119462.66,1466,81.49
Cameron Whitcomb,2,118798.65,3418,36.28
"Flyleaf, Lacey Sturm",1,117651.5,2425,48.52
Kodaline,1,117461.29,1619,72.55
Evan Honer,4,116111.52,4304,26.98
Joe Russo's Almost Dead,1,115422.0,2205,52.35
Pour Minds,2,115306.95,1753,64.12
"""LOL Podcast Live""",1,114608.25,1234,92.88
Band Of Horses,2,113992.5,2543,44.16
Bunnie XO,1,113610.11,1313,86.53
Oliver Tree,1,113573.19,2355,48.23
"""Stardew Valley: Symphony of Seasons""",1,113422.65,2019,56.18
Rodrigo y Gabriela,1,112639.6,1783,63.17
Kevin Langue,1,111825.5,2579,43.36
Sooshi Mango,4,111420.97,3090,35.39
Leonid &amp; Friends,1,111209.0,1810,61.44
"""Reggae Fest Blaze""",1,111175.0,2423,45.88
Ben Portsmouth,2,110682.71,1969,56.24
Mike Sherm,1,110047.0,2786,39.5
MANIA - The ABBA Tribute	,4,109458.1,2272,50.26
The Billy Joel Songbook,3,109051.02,2169,49.47
Daniela Spalla,1,108558.19,2470,43.95
Night Ranger,1,108251.0,1902,56.91
Jinjer,2,107578.17,2221,47.24
So Good! The Neil Diamond Experience,2,106862.0,2189,49.05
Darcy &amp; Jer,3,106812.82,2749,38.66
Cat Burns,1,105150.84,2140,49.14
Maria Daniela y su Sondio Lasser,1,104242.38,3056,34.11
"""Festival International de Jazz De Montreal"", CA7RIEL &amp; Paco Amoroso",1,104085.87,2176,47.83
Maddox Batson,3,103761.07,2560,41.56
Gene,2,103519.07,1962,52.22
Maximo Park,1,103294.4,2274,45.42
Los Rumberos,1,101893.29,2630,38.74
Bersuit Vergarabat,1,101794.25,2832,35.94
Joyce Manor,2,101127.1,2932,34.11
Los Bunkers,1,100592.42,1852,54.32
Bruses,1,100539.62,2216,45.37
Bruce Bruce,1,100509.0,1814,55.41
"""Sideshow Lolla"", MARINA",1,99578.6,2105,47.31
DeRay Davis,1,99464.0,1912,52.02
Hudson Westbrook,1,99172.0,2461,40.3
Shaggy,1,98680.3,1994,49.49
BOYZLIFE feat. Brian McFadden and Keith Duffy,2,96196.14,1811,54.66
Gary Allan,1,95919.0,1211,79.21
The Bronx,1,95401.21,1744,54.7
Bianca Del Rio,1,94675.0,1576,60.07
KWN,1,94311.89,1687,55.91
The String Cheese Incident,1,94262.16,2042,46.16
Aaron Lewis &amp; The Stateliners,1,93641.0,1043,89.78
HONNE,1,93068.0,1524,61.07
Bloodywood,4,92718.5,2987,31.8
Bridget Everett,1,92469.85,1300,71.13
Brett Young,1,92050.63,1836,50.14
The Fab Four - The Ultimate Tribute,2,91993.9,1825,50.18
Bill Bellamy,1,91963.0,1671,55.03
White Lies,2,91674.64,2150,42.97
Isaiah Rashad,1,90098.0,3788,23.79
Stayin' Alive - The Ultimate Trib. to Bee Gees,2,89945.5,1683,54.55
Michael Blaustein,1,89864.48,1904,47.2
Odeal,2,89243.4,1970,44.3
"Kim Mitchell, David Wilcox",1,89110.88,1786,49.89
Avatar,2,88526.86,2294,38.06
"""Comedy Bang! Bang!""",1,88069.85,1526,57.71
Del Water Gap,2,86956.98,2575,33.89
Iration,1,86762.0,2438,35.59
Joe Jackson,1,86684.5,1379,62.86
Nathan Carter,2,85977.1,1409,60.78
Wooli,2,85783.0,2646,32.44
Shane Todd,1,85477.52,2338,36.56
Matt Maeson,2,84983.15,2431,34.44
Carly Pearce,1,84848.68,1520,55.82
She Wants Revenge,1,84775.0,2300,36.86
Ruston Kelly,1,83533.73,2155,38.76
BoDeans,2,83118.0,1857,43.72
Arthur Hill,1,82467.51,1966,41.95
Ninja Sex Party,1,81449.76,1539,52.92
Bob Moses,1,80946.45,1754,46.15
The Runarounds,3,80411.0,2597,29.39
Crankdat,1,79874.0,1931,41.36
Badflower,2,79542.0,2080,38.25
Ichiko Aoba,2,78655.34,1687,46.58
2hollis,1,78494.0,1636,47.98
"""Batalla de Campeones: La invasión""",1,78465.74,1857,42.25
Dijon,1,78007.48,1611,48.42
Leslie Jones,1,77731.84,1162,66.89
Eliades Ochoa,2,77687.36,2183,38.96
Rob Schneider,1,77569.0,1396,55.57
Splean,1,77396.55,737,105.02
Lucy Darling,1,77358.91,1268,61.01
Skillet,1,77350.0,1500,51.57
Sammy Virji,1,77324.2,1900,40.7
Dethklok,1,76373.0,1426,53.56
Tab Benoit,3,75795.5,1624,47.02
Dude Dad ,2,74703.5,1837,42.62
Taking Back Sunday,1,73780.0,1827,40.38
Dropkick Murphys,1,73650.0,1500,49.1
Greensky Bluegrass,1,72851.0,1832,39.77
moe.,1,72631.0,1659,43.78
Halestorm,1,72518.9,1436,50.5
Niko Moon,2,72348.5,2232,32.56
Monaleo,1,72273.5,2142,33.74
July Talk,2,72137.93,2146,33.67
Zara Larsson,1,71930.0,1740,41.34
Jake Owen,1,70598.0,1088,64.89
Audrey Hobert,1,70264.02,1601,43.89
Danny Brown,2,70161.03,1578,44.34
"""The Offload"" Podcast",3,69716.54,1499,46.5
What's Love Got To Do With It - Tina Turner Tribute,1,68073.44,1399,48.66
Gov't Mule,2,67669.5,1193,56.73
Lucinda Williams,1,67531.32,797,84.73
Atsuko Okatsuka,1,67211.99,1186,56.67
xaviersobased,1,67134.5,1317,50.98
Dean Lewis,1,66975.36,1795,37.31
Garth Marenghi,3,66961.49,1618,41.59
Nate Jackson,1,66799.5,1469,45.47
Geese,1,66695.03,1900,35.1
Paris Paloma,1,66220.69,1307,50.67
"""Shxtsngigs""",1,65493.43,1116,58.69
Todd Rundgren,1,65190.5,779,83.68
Myles Smith,1,65130.5,1505,43.28
Charles Wesley Godwin,1,64810.0,1496,43.32
Courtney Barnett,1,64713.0,1776,36.44
Mammoth,2,63988.95,1582,41.25
The Phil Collins Experience,1,63653.5,1790,35.56
Ruel,2,63366.69,1482,43.28
Peaches,2,63239.95,1539,41.3
"""King Tut's New Year's Revolution""",17,63232.66,3546,17.8
EDEN,2,63134.49,1366,43.32
Baxter Dury,1,63120.4,1122,56.26
Depresión Sonora,2,62925.62,1600,42.04
Beverley Knight,1,62872.94,952,66.04
Blood Orange ,1,62606.24,1249,50.13
Clutch,1,62500.0,1500,41.67
Australia's Thunder From Down Under,1,62433.89,1101,56.71
"""Totally Tubular Festival""",1,62300.0,942,66.14
Sleeping With Sirens,1,62244.0,1740,35.77
Daniel Sloss,1,61995.3,1401,44.25
Sienna Spiro,1,61979.54,1601,38.71
"""Heated Rivalry Rave""",3,61890.0,2535,24.8
Buckethead,3,61794.5,1553,39.72
Voyage - Celebrating the Music of Journey,1,61689.25,1778,34.7
Tom Morello,1,61167.09,1010,60.56
"Descendents, Frank Turner &amp; The Sleeping Souls",1,60883.5,1249,48.75
Waterparks,2,60717.04,1512,40.28
Connor Price,1,60595.0,1715,35.33
"""Reggaeton Rave""",2,60573.5,3796,15.91
Dylan Scott,1,60529.08,1383,43.77
Highly Suspect,1,60285.5,1438,41.92
Leisure,2,60227.8,1735,34.89
The Maine,1,59507.0,1453,40.95
"""Murder Trial Tonight""",1,59376.63,967,61.4
hannah bahng,2,59323.66,926,65.54
"Tab Benoit, Samantha Fish",1,59291.6,1357,43.69
Margaret Cho,1,59250.5,1401,42.29
"""Out With The Buckleys""",1,58969.91,1229,47.98
Multunes,1,58612.36,1251,46.85
Em Beihold,4,58087.26,2171,27.03
Aminé,1,57877.71,1104,52.43
Jason Byrne,1,57854.49,1192,48.54
Sal Vulcano,1,57470.48,890,64.57
Two Feet,3,57214.0,1758,31.79
Chance Peña,1,56836.78,1564,36.34
Janelle James,1,56714.0,1109,51.14
Waylon Wyatt,2,56464.0,1998,28.46
The Afghan Whigs,1,56347.54,1233,45.7
Braxton Keith,2,56317.0,2001,28.03
Henry Moodie,2,56254.3,1737,32.62
Terry Fator,1,56230.0,1088,51.68
The Sheepdogs,1,55811.05,1600,34.88
Aoife Dunne,1,55535.13,1236,44.93
ZHU,1,55402.24,1116,49.64
Bassem Youssef,1,55223.0,1163,47.48
Tommy Emmanuel,1,54921.0,972,56.5
The Paper Kites,2,54829.15,1603,34.16
The Wallflowers,1,54648.5,1104,49.5
Miles Kane,1,54611.26,1142,47.82
Girls Overheard,1,54099.66,952,56.83
Andrew Dice Clay,1,53826.76,725,74.24
Saint Motel,1,53516.13,1544,34.66
John Cusack,1,53214.5,966,55.09
Ben Folds,1,53033.0,910,58.28
Just Mustard,2,52789.12,1655,30.13
Bad Suns,5,52687.95,1981,26.59
Mark Mehigan,1,52550.45,1228,42.79
Conor Moore,1,52490.66,1102,47.63
JMSN,2,51714.5,1777,29.11
Brad Cox,1,51677.94,1077,47.98
Kula Shaker,1,50752.37,1061,47.83
Teen Jesus And The Jean Teasers,1,50653.34,1446,35.03
Mark McCabe,1,50542.21,910,55.54
La Dispute,2,50526.96,1600,31.27
These Charming Men ,1,50429.14,1514,33.31
Mary Coughlan,1,50386.85,1006,50.09
BENEE,2,50135.0,1795,27.92
Iliza Shlesinger,1,49882.92,779,64.03
"Brutalismus 3000, Six Sex",1,49837.3,1125,44.3
Sheng Wang,1,49762.25,946,52.6
Chelcie Lynn,1,49650.0,1430,34.72
Deirdre O'Kane,1,49409.68,1236,39.98
Role Model,1,49187.0,967,50.87
Say She She,2,48642.0,1449,33.86
Superheaven,2,48641.95,1303,36.1
Pecos &amp; The Rooftops,4,48531.2,1901,25.68
Keo,2,48480.06,1953,25.32
Club 90,2,47730.0,2004,24.27
Holly Humberstone,1,47377.11,1253,37.81
Endless Love - A Tribute to Diana Ross and Lionel Richie,3,47133.74,1065,44.64
Laura Ramoso,1,46953.66,1228,38.24
Esteman,1,46897.02,1200,39.08
St. Paul &amp; The Broken Bones,1,46696.0,1391,33.57
Earl Sweatshirt,1,46032.02,847,54.35
Avery Anna,2,45729.0,1687,26.56
Margo Price,2,45600.0,1460,30.46
Freddie Gibbs,1,45413.5,1214,37.41
"Five For Fighting, Edwin McCain",2,45362.8,1129,40.15
The Strumbellas,3,45278.79,1588,28.95
"""Sideshow Lolla"", TV Girl",1,45253.02,1062,42.61
Billy Reekie,3,45180.87,1943,21.67
Soulja Boy,2,44921.0,1484,30.2
Brooke Combe,2,44883.34,1499,30.36
Ardal O'Hanlon,1,44820.33,1211,37.01
Mountain Grass Unit,1,43633.2,1516,28.78
"""Rock Against Homelessness""",1,43554.46,855,50.94
Zainab Johnson,1,43050.0,1100,39.14
Leigh-Anne,2,42998.21,1193,36.04
Luck Ra,1,42966.85,1033,41.59
Oh Wonder,1,42733.0,866,49.35
Umphrey's McGee,1,42119.0,995,42.33
Panchiko,1,42060.5,1421,29.6
"""Winnipeg Folk Festival Concert Series"", Matt Berninger",1,41942.72,1259,33.31
Tim Hicks,2,41272.48,999,41.3
Ron Sexsmith,4,40992.19,755,52.09
Mastodon,1,40904.0,1464,27.94
Picture This,1,40880.7,878,46.56
Stephen Sanchez,1,40707.95,1198,33.98
Maddie &amp; Tae,1,40561.0,1177,34.46
Charlie Berens,1,40552.58,742,54.65
Goldfinger,1,40455.5,943,42.9
New Found Glory,1,40392.0,1025,39.41
Becky Robinson,1,39916.5,807,49.46
Motion City Soundtrack,1,39911.0,864,46.19
Joey Valence &amp; Brae,1,39908.17,1125,35.47
Rob Anderson,2,39817.7,913,45.89
Sherri Shepherd,1,39812.25,634,62.8
Devendra Banhart,1,39778.19,713,55.79
Enter Shikari,1,39442.36,725,54.4
JJ Grey &amp; Mofro,1,39408.0,779,50.59
Serena Terry,1,39377.03,1042,37.79
Matt Berninger,1,39340.2,991,39.7
Cam,1,39248.92,961,40.84
Eddie Griffin,1,39222.64,838,46.81
Paula Poundstone,1,39205.0,487,80.5
The Feeling,2,39122.52,918,40.74
Wyatt Flores,1,39040.57,1404,27.81
Memphis May Fire,1,39000.0,1200,32.5
Diego Torres,1,38962.75,1020,38.2
Yächtley Crëw,1,38912.8,1329,29.28
Justin Furstenfeld,1,38665.0,484,79.89
Marc Maron,1,38438.0,772,49.79
Sabrina Claudio,1,38350.0,1020,37.6
Men I Trust,1,37820.93,881,42.93
Balu Brigada,2,37535.15,1746,21.54
Unknown Mortal Orchestra,1,37469.08,950,39.44
Jim Breuer,1,37402.11,574,65.16
Mike Wozniak,1,37183.05,1107,33.59
The Brook &amp; The Bluff,1,36793.0,1581,23.27
Brògeal,2,36767.12,1381,26.74
"BOYS LIKE GIRLS, Arrows In Action",1,36429.96,833,43.73
Rianne Downey,4,36332.72,1298,27.94
"Black Country, New Road",1,36282.0,1072,33.85
The Wonder Years,1,36124.25,978,36.94
HANABIE.,1,35967.99,993,36.22
Naomi Watanabe,2,35924.19,688,52.62
Sister Hazel,1,35906.64,1151,31.2
The Academic,1,35795.41,1251,28.61
Gutarricadelafuente,1,35599.2,840,42.38
Paradise Lost,1,35556.01,850,41.83
Bic Runga,1,35024.12,827,42.35
Jared Freid,1,34966.5,907,38.55
Yami Safdie,1,34829.6,1088,32.01
Paco Versailles,2,34706.26,1010,34.36
Old Crow Medicine Show,1,34578.0,761,45.44
Arankai,5,34195.0,1747,19.54
Ruslan Beliy,1,34090.47,434,78.55
Dire Straits Experience,1,33793.93,621,54.42
Iza Tkm,1,33780.91,983,34.37
"""Sideshow Lolla"", Viagra Boys",1,33249.36,702,47.36
"""Sideshow Lolla"", Men I Trust",1,33198.75,701,47.36
John Butler ,1,33095.5,663,49.92
The Urge,1,32635.0,864,37.77
Dillstradamus,2,32589.49,985,32.58
Cammy Barnes,4,32328.39,1188,27.1
glaive,2,32290.26,1120,28.9
Hanumankind,1,31835.0,789,40.35
Matt McCusker,1,31807.3,625,50.89
The 502s,1,31776.77,1033,30.76
Gabrielle Aplin,2,31773.54,950,33.32
Soen,1,31768.28,947,33.55
Slacker University,2,31640.0,1311,24.04
Fly By Midnight,3,31353.63,950,29.15
Jacob Banks,1,31122.2,987,31.53
The Laurie Berkner Band,1,31045.0,606,51.23
The Trews,1,30677.72,1093,28.07
Juvenile,1,30428.5,839,36.27
Level Up,1,30348.7,933,32.53
GWAR,1,30258.0,811,37.31
Trevor Wallace,1,30180.0,732,41.23
Psychedelic Porn Crumpets,1,30136.94,967,31.17
Café Del Mundo,1,30029.07,582,51.6
Judeline,1,29923.81,698,42.87
Lucy Spraggan,3,29866.02,800,37.33
"""Slacker University 2000's Dance Party""",1,29742.0,1404,21.18
Hot Mulligan,1,29719.12,850,34.96
Clara La San,1,29715.91,1000,29.72
Violent Vira,2,28712.0,1170,24.46
Maca &amp; Gero,1,28623.9,929,30.81
Kadavar,1,28616.79,1386,20.65
Jonathan Van Ness,1,28387.5,911,31.16
Big Special,2,28234.3,950,29.68
Sylosis,1,28224.71,672,42.0
Alex Elle,1,28090.0,386,72.77
La Vela Puerca,1,27836.37,747,37.26
"""The Useless Hotline""",1,27767.66,656,42.33
Beluga Lagoon,1,27475.92,850,32.32
Breathe,1,27403.34,676,40.54
Bleed From Within,1,27276.18,650,41.96
Six Sex,1,27084.68,892,30.36
Bryce Vine,2,27002.0,696,39.04
"""Sideshow Lolla"", Royel Otis",1,26953.7,629,42.85
Haute &amp; Freddy,1,26952.0,942,28.61
Tom Papa,1,26944.61,438,61.52
Luka Šulic,1,26875.38,472,56.94
Nathan Evans &amp; St Phnx Band	,1,26861.43,900,29.85
Don Was,1,26541.5,615,43.16
PRESIDENT,1,26289.65,846,31.08
Wage War,1,26164.0,616,42.47
"""The Road To The Great Escape""",7,26090.34,1279,22.06
Arm's Length,1,25851.38,862,29.99
Punch Brothers,1,25665.84,596,43.06
Bella Kay,1,25250.98,840,30.06
Maggie Lindemann,1,25072.49,466,53.8
The Devil Wears Prada,1,24990.06,831,30.07
The Scratch,1,24948.38,1000,24.95
Zachariah Porter,1,24913.0,581,42.88
"""Heated Rivalry Night""",1,24888.0,864,28.81
Horseshoes &amp; Hand Grenades,1,24755.0,827,29.93
Too Many Zooz,1,24733.0,894,27.67
December 10,1,24691.03,1201,20.56
Shane Smith &amp; The Saints,1,24589.0,786,31.28
"""idobi Radio Summer School""",1,24572.8,750,32.76
Carolina Durante,1,24502.93,836,29.31
Napalm Death,1,24487.61,518,47.27
Alestorm,1,24245.24,829,29.25
Jombriel,1,24205.0,647,37.41
Aaron Rowe,1,23985.55,787,30.48
Tinlicker,1,23609.08,631,37.42
LosPetitFellas,1,23606.54,749,31.52
Sam Jay,1,23406.0,372,62.92
Thrice,1,23323.6,542,43.03
Orbit Culture,1,23318.31,796,29.29
"""The Sixties Show""",1,23240.5,531,43.77
Asim Azhar,1,23108.42,710,32.55
David The Medium,1,23050.79,454,50.77
Casey Donahew,1,22951.0,653,35.15
Adam Kay,1,22933.72,578,39.68
Blackberry Smoke,1,22793.15,722,31.57
Ben Walker,2,22772.09,938,24.28
Paleface Swiss,1,22753.58,540,42.14
Enjambre,1,22565.0,500,45.13
LA LOM,2,22431.7,741,29.64
BHAVI,1,22229.28,660,33.68
Armchair Boogie,2,22186.0,1033,21.58
Buffalo Traffic Jam,2,22160.0,1145,18.81
Curren$y,1,22092.5,612,36.1
"""The Square Ball"" Podcast",1,22009.94,586,37.56
Clinton Baptiste,1,21925.64,540,40.6
Maanu,3,21810.0,829,26.27
Lucy Rose,1,21802.35,538,40.52
Heather McMahan,1,21784.0,312,69.82
Nasa Histoires,1,21658.47,603,35.92
"The Floozies, Too Many Zooz",1,21458.0,711,30.18
"""I Love R&amp;B""",1,21300.0,591,36.04
bixby,2,21092.33,1200,17.58
Neko Case,1,21035.87,524,40.14
Billy Ocean,1,20849.21,197,105.83
Seb Lowe,3,20809.82,1099,18.92
Jade LeMac,1,20590.22,693,29.71
"Crowbar, Eyehategod",1,20561.0,739,27.82
"""idobi Radio Summer School"", Honey Revenge",1,20544.6,612,33.57
ISMO,1,20421.5,473,43.17
Good Neighbours,1,20203.75,606,33.34
Iron &amp; Wine,1,20111.52,488,41.21
Hit The Lights,2,20037.82,710,28.1
Crowbar,1,19970.45,500,39.94
Matt Friend,1,19937.89,339,58.81
All That Remains,1,19877.0,616,32.27
The Elovaters,1,19772.0,600,32.95
Gravity,1,19768.78,261,75.74
"""13 Again"" Podcast",1,19714.06,497,39.67
Larry Fleet,1,19712.0,390,50.54
Mario Adrion,1,19709.82,573,34.4
Vitamin String Quartet,1,19587.5,519,37.74
ERNEST,1,19368.0,572,33.86
God Is An Astronaut,1,19265.23,503,38.3
Last Dinosaurs,2,18594.0,772,24.22
INZO,1,18570.0,610,30.44
CupcakKe,1,18562.5,675,27.5
"Mosca, Kapanga",1,18499.14,970,19.07
"""Work It! A 90's &amp; 2000's R&amp;B &amp; Hip Hop Party""",2,18481.72,876,20.26
The Black Angels,1,18472.0,600,30.79
Sudan Archives,1,18472.0,600,30.79
Tyler Hilton,1,18293.25,494,37.03
grandson,1,18198.82,777,23.42
The Happy Fits,1,18180.0,600,30.3
Kyle Falconer,1,18083.93,600,30.14
Janeane Garofalo,1,17845.5,422,42.29
KOJAQUE,2,17493.54,540,32.39
Fortune Feimster,2,17451.61,398,43.77
jigitz,2,17426.5,575,29.98
"""The Emo Night Tour""",1,17350.5,875,19.83
Yahir y Chucho Rivas,1,17333.62,576,30.09
Pigeons Playing Ping Pong,1,17187.0,627,27.41
Chinchilla,2,17031.24,657,26.54
The Antlers,2,16857.62,511,33.06
Magnolia Park,1,16852.0,600,28.09
Heaven Shall Burn,1,16793.97,364,46.14
Johnnie Guilbert,2,16791.77,540,31.64
Pradabagshawty,2,16605.0,730,23.25
Andy Hull,1,16456.0,608,27.07
The Man In Black: A Tribute to Johnny Cash,1,16383.6,532,30.8
Melvin Seals &amp; JGB,1,16357.0,349,46.87
Lewis Doyle Singer,1,16258.86,500,32.52
Ryan Long,1,16214.47,482,33.64
Steve Cradock,1,16087.36,354,45.44
Marcus &amp; Martinus,1,16035.46,316,50.75
David Michael Wyatt,1,15980.0,377,42.39
Frankie Quinones,1,15955.0,452,35.3
Demon Hunter,1,15876.0,572,27.76
Saturdays at Your Place,2,15774.8,661,23.56
Dev Lemons,3,15564.0,773,20.13
Dirtwire,1,15507.0,591,26.24
PeelingFlesh,1,15491.0,600,25.82
Rod Tuffcurls And The Bench Press,1,15422.0,600,25.7
Kishi Bashi,1,15392.0,600,25.65
Meredith Marks,1,15319.0,440,34.82
Asha Banks,1,15301.94,455,33.63
GOB,1,15279.28,584,26.16
What The Dance Presents: NDVST: Perreo Bowl,1,15050.0,672,22.4
Boy &amp; Bear,1,14852.87,409,36.32
Jiaoying Summers,1,14851.42,387,38.38
"""Gasolina Dance Party""",1,14667.2,704,20.83
Ashley Gavin,1,14605.9,433,33.73
Joshua Burnside,1,14243.29,600,23.74
Manic Focus,1,14162.0,392,36.13
Sebastian Bach,1,13750.0,388,35.44
Don Was &amp; The Pan-Detroit Ensemble,1,13730.0,318,43.18
The Blue Stones,1,13672.21,486,28.13
Jonah Kagen,1,13568.0,600,22.61
Jacob Alon,1,13555.04,500,27.11
Lacuna Coil,1,13529.67,480,28.19
Madison Cunningham,1,13519.62,438,30.87
Hamish Hawk,1,13497.65,330,40.9
John Cameron Mitchell,1,13484.17,361,37.35
Sploinky Rave,2,13415.0,666,19.88
Shelly Belly,2,13392.2,469,28.4
Scott Bennett,1,13361.56,439,30.44
Chameleons,2,13287.51,344,38.3
Reverend Horton Heat,1,13262.0,446,29.74
Peter McPoland,1,13216.0,509,25.96
What The Sound,4,13194.0,630,20.88
Blackbraid,1,13184.02,334,39.47
Sleeper,1,13165.48,297,44.33
Marlon Williams,1,13084.99,389,33.64
Sam Gellaitry,1,12955.22,484,26.77
Elles Bailey,1,12923.01,385,33.57
Built To Spill,1,12865.0,359,35.84
Majo Rivas,1,12841.75,552,23.26
"""Hot In Herre 2000's Dance Party""",1,12820.0,675,18.99
Left To Suffer,2,12795.0,613,20.84
Penelope Road,2,12762.0,583,21.78
Esprit D'Air,1,12645.63,428,29.55
Chewie,1,12635.87,379,33.34
The Southern River Band,1,12603.54,500,25.21
Flawed Mangoes,1,12550.0,481,26.09
Newton Faulkner,1,12457.35,344,36.21
The New Pornographers,1,12406.97,329,37.71
Yung Bleu,1,12395.0,392,31.62
Remy Bond,1,12364.84,466,26.53
Citizen Soldier,1,12267.5,403,30.44
redveil,1,12195.0,436,27.97
Willow Avalon,1,12189.08,382,31.91
Cat Power,1,12185.0,299,40.75
Samm Henshaw,1,12090.0,382,31.65
Bayou,1,11920.0,447,26.67
Lights,1,11912.0,421,28.29
Carsie Blanton,1,11905.0,400,29.76
"""United We Dance: The Ultimate Rave Experience""",2,11849.0,584,20.11
Golden Era Rave,1,11832.0,415,28.51
Mack Keane,2,11790.0,589,20.02
The Boxer Rebellion,1,11681.66,335,34.87
Smash Into Pieces,1,11670.49,381,30.63
Whitney,1,11652.81,373,31.24
Timecop1983,1,11560.0,418,27.66
Congress The Band,1,11525.0,550,20.95
Ty Segall,1,11460.0,376,30.48
Kenny Mason,1,11364.67,414,27.45
Moonshine Bandits,1,11212.5,373,30.06
Club 90s 2000s Night,1,11198.0,629,17.8
Aries,1,11190.27,376,29.76
The Longest Johns,1,11099.76,338,32.84
"""GOLDEN: A K-Pop Party!""",1,11047.0,615,17.96
The Bouncing Souls,1,10802.61,304,35.53
Sam Bush,1,10790.0,248,43.51
Fiinka,1,10672.12,152,70.21
Sekou,2,10658.78,490,22.16
Red Not Chili Peppers,1,10605.0,451,23.51
cbdb,1,10540.0,527,20.0
Purity Ring,1,10520.0,331,31.78
Sinead Culbert,1,10517.46,350,30.05
Santiago Motorizado,1,10464.6,494,21.18
Sam Yo,1,10425.0,145,71.9
Duplat,1,10333.13,396,26.09
Raq Baby,1,10320.0,417,24.75
Sarah Kinsley,1,10311.0,368,28.02
Colony House,1,10300.5,411,25.06
Mario Rosenstock,1,10280.8,200,51.4
Taylorville: A Tribute to Taylor Swift,1,10219.0,438,23.33
I Set My Friends On Fire,1,10065.0,450,22.37
Bleood,1,10000.0,500,20.0
Louie TheSinger,1,10000.0,247,40.49
Rules,2,9937.99,427,23.34
Tigers Jaw,1,9579.0,349,27.45
Craig Ferguson,1,9572.07,204,46.92
Kofi Stone,1,9550.73,357,26.75
John Craigie,1,9521.0,400,23.8
Shawn James,1,9518.31,236,40.33
Eileen Alister,2,9514.16,352,26.9
Somebody's Child,2,9474.16,485,20.05
Bleech 9:3,2,9454.05,488,18.4
The Moss,1,9443.72,334,28.27
"""Bop To The Top""",1,9419.0,416,22.64
House Party Rave,1,9373.0,394,23.79
Trousdale,2,9363.24,367,26.05
Ari Abdul,1,9334.49,295,31.64
The Covasettes,2,9212.27,484,19.03
Joseph,1,9192.0,287,32.03
Mi Amigo Invencible,1,9095.1,430,21.15
Summer Salt,1,8992.57,427,21.06
Jehnny Beth,1,8887.11,295,30.13
Winyah,1,8800.0,400,22.0
Vida,2,8791.98,436,20.12
Hannah Cohen,1,8770.0,350,25.06
KBong,1,8712.0,399,21.83
"""You Must Be Jokin' Live"" Podcast",1,8576.9,247,34.72
Thomas Green,1,8501.82,395,21.52
"""Debí Tirar Más Fiestas - The Bad Bunny Party""",1,8450.0,395,21.39
"""Noise Pop Festival"", The Joy Formidable",1,8400.0,240,35.0
Grooveline,1,8373.18,368,22.75
All American Throwbacks,1,8355.0,424,19.71
Work It,1,8322.5,391,21.29
He Is Legend,1,8300.0,299,27.76
Jon Langston,2,8278.68,333,24.84
DMODE: Ultimate Depeche Mode Experience,1,8276.9,307,26.96
The Lilacs,2,8254.05,389,19.92
Nekrogoblikon,1,8210.0,321,25.58
Nirvani: A Nirvana Tribute,1,8210.0,390,21.05
Day Fever,1,8207.28,463,17.73
Face The West,1,8203.49,306,26.81
Mike Love,1,8149.44,275,29.63
The Wellermen,1,8134.72,353,23.04
THUMPER,1,8079.16,303,26.66
Michael McGovern,1,8047.33,300,26.82
Magic Sword,1,7941.0,249,31.89
Bodysnatcher,1,7930.5,203,39.07
White Reaper,1,7890.8,297,26.57
Brigitte Calls Me Baby,1,7830.0,390,20.08
Now Rave ,1,7817.5,379,20.63
Creeper,1,7747.36,229,33.83
Cat Clyde,2,7688.35,373,20.56
