Headliner,Count,Total_Gross,Tickets_Sold,Avg_Ticket_Price
The Strokes,3,5164685.0,45578,113.23
CA7RIEL &amp; Paco Amoroso,11,4938727.49,66457,69.07
Megadeth,9,4666519.86,66814,68.53
Wu-Tang Clan,3,4645118.69,39453,117.96
Dave Chappelle,2,4575622.9,28924,153.81
"""Disney On Ice: Into the Magic""",4,4524853.53,86915,52.04
J Balvin,3,4477634.85,55317,79.86
Korn,2,4458808.11,39161,113.28
Tedeschi Trucks Band,4,4391592.04,30786,133.26
Split Enz,4,4389359.08,39852,112.86
Max Korzh,1,4334877.51,38928,111.36
Josh Groban,7,4317262.02,43386,97.08
Fito &amp; Fitipaldis,3,4264509.69,48077,88.85
Milo J,6,4224112.66,66850,62.88
The Guess Who,7,4051797.01,54554,74.51
Jill Scott,10,4043120.68,27783,141.88
Peter Kay,2,4034380.39,47398,84.92
"Tyler, The Creator",2,3927521.96,33348,117.78
Gorillaz,3,3874173.94,35778,108.05
Louis Tomlinson,6,3690202.72,54096,68.79
Sammy Hagar,8,3682976.0,18983,192.51
Soda Stereo,5,3652657.16,45263,81.5
Madison Beer,7,3599122.32,49666,69.37
José Madero,1,3466724.42,49416,70.15
Miguel Bosé,2,3462408.44,29893,111.49
Jackson Wang,4,3379640.76,29967,110.74
Charlie Puth,9,3273959.46,55193,59.18
"""World Wrestling Entertainment""",2,3206926.38,16075,202.39
Foo Fighters,3,3179476.73,25625,123.0
Intocable,2,3170099.93,45409,71.53
John Mulaney,5,3123918.7,33283,93.24
"""Tecate Emblema""",1,3066872.54,73631,41.65
Yuri,4,3056918.77,37849,80.77
OneRepublic,3,3054700.27,30759,99.57
BAUM,1,3042069.64,43227,70.37
Cazzu,5,2993067.84,27730,102.98
Zoé,4,2860093.85,25391,107.01
Los Tigres Del Norte,1,2834272.38,53852,52.63
Arcángel,3,2802415.94,37072,74.94
Sebastián Yatra,6,2773587.64,36498,72.98
"""Keinemusik Showcase""",1,2736692.48,23097,118.49
The Prodigy,3,2702882.52,35165,77.69
Slaughter To Prevail,14,2656892.15,42879,62.4
Parker McCollum,5,2651141.85,42874,59.82
Tame Impala,2,2624466.88,26393,99.92
"""Lytham Festival"", Pitbull",1,2561633.21,25399,100.86
Triumph,6,2554982.24,36478,68.78
Reneé Rapp,3,2529807.15,32840,76.91
Yandel,4,2480817.61,29552,86.26
Manuel Mijares,3,2463425.39,27756,88.73
IVE,3,2461874.68,22705,107.25
Cris MJ,3,2459300.66,41796,49.67
Alfie Boe,18,2445617.29,26852,92.05
Roxette,5,2427591.06,30444,76.73
Martin Garrix,1,2419217.0,33062,73.17
Jim Gaffigan,8,2419211.5,29939,86.51
Bosse,1,2417056.31,18905,127.85
Santana,2,2371646.75,20194,113.78
Stevie Nicks,1,2311567.25,11528,200.52
Jason Aldean,4,2291648.63,23280,102.06
"""Belsonic"", Pitbull",1,2287560.83,22110,103.46
Emmanuel &amp; Mijares,3,2264578.84,28339,79.91
Maroon 5,2,2249797.63,17155,129.97
Ed Sheeran,1,2106611.96,20244,104.06
Giveon,4,2100319.43,25536,77.78
Ty Myers,6,2044619.7,41093,50.97
FKA Twigs,6,2037684.81,30490,62.84
Lily Allen,4,2035338.9,23750,88.91
"""Hot Wheels Monster Trucks Live: Glow-N-Fire""",3,2022951.35,49473,40.53
"""Reggae Fest"", Alkaline",1,2003913.0,15243,131.46
Evanescence,3,1959297.85,30235,64.59
"""Copa De Leyendas""",1,1955293.24,23561,82.99
Khalid,4,1944967.42,23387,84.24
Yungblud,4,1938930.6,27344,71.18
YOASOBI,2,1913625.5,16375,114.43
"Lionel Richie, Earth, Wind &amp; Fire",1,1874069.78,13744,136.36
Lorde,2,1856653.2,25542,70.31
Kenia Os,3,1851060.61,30579,71.16
Kes,5,1839369.97,34837,44.61
Alejandro Sanz,2,1808515.06,17752,102.15
The Lumineers,8,1790249.83,29363,60.62
Lewis Capaldi,3,1766213.0,22064,75.23
Grupo Frontera,2,1763910.01,20010,86.9
The xx,1,1752413.91,23905,73.31
Kapo,6,1741960.39,35269,49.13
Lenny Kravitz,2,1709825.88,13428,128.67
Ari Lennox,11,1666892.12,24193,64.41
Alter Bridge,6,1664559.5,22649,66.52
El Malilla,7,1639154.49,32349,42.81
Pulp,1,1631105.26,15010,108.67
"""31 Minutos""",3,1626910.33,33936,46.4
Panteón Rococó,8,1593380.41,30955,51.32
Mariah The Scientist,7,1587821.48,27872,57.2
Electric Callboy ,5,1577929.59,25554,61.73
Yacht Rock Revue,15,1575155.85,36177,44.62
Maná,1,1556537.36,13359,116.52
Kid Cudi,2,1551776.18,15423,99.92
Raphael,4,1532490.29,29636,43.79
The Black Crowes,4,1528437.33,20944,75.68
Motionless In White,4,1527311.19,20896,71.88
Kany García ,2,1509653.43,18478,82.36
Latin Mafia,1,1494675.29,20709,72.18
Christina Aguilera,1,1483491.02,13906,106.68
Palomazo Norteño,2,1473092.5,13358,111.52
Joanne McNally,7,1456845.23,26525,55.0
Bleachers,4,1431172.07,19812,64.6
Creed,2,1396359.39,17511,80.68
David Byrne,2,1376876.96,14230,98.38
Rick Astley,3,1356340.01,17084,78.93
Baby Keem,7,1329819.31,19698,65.18
Subtronics ,5,1326884.86,27247,48.75
Blessd,3,1325221.6,17757,69.62
"""Hot Wheels Stunt Show""",4,1322489.57,28493,46.62
Bryan Adams,3,1321323.25,19553,68.14
Colter Wall,9,1310882.1,21118,63.88
María José,1,1272705.1,18873,67.44
"""The Last Five Years""",1,1268435.85,11663,108.76
Jason Derulo,2,1243718.41,14145,87.84
Fito Páez,4,1236878.26,18400,64.09
Chicago,2,1216039.5,13803,78.1
Nmixx,3,1201260.5,11417,106.65
James Arthur,2,1193445.54,15763,76.18
Julieta Venegas,5,1188689.25,17017,63.94
"Tape B, Levity",6,1180927.01,29084,40.84
Brandi Carlile,1,1168909.0,8660,134.98
Jordan Davis,2,1157668.38,17892,64.46
Laufey,2,1120927.16,13581,82.06
Michael Bublé,1,1111995.37,11793,94.29
Koe Wetzel,6,1110802.96,18454,58.51
Mt. Joy,3,1094999.84,20169,58.24
Muse,1,1078965.0,10173,106.06
Snow Strippers,17,1076165.98,32181,32.45
Widespread Panic,1,1062075.0,10024,105.95
PinkPantheress,5,1059371.73,22222,48.31
E-40,1,1057568.35,12911,81.91
Excision,1,1045503.0,14351,72.85
+LIVE+,5,1045016.2,21907,47.44
Elmiene,16,1044544.15,25831,39.86
Ewan McVicar,2,996901.93,14012,71.15
"""Clubland Live""",2,983048.31,14359,67.53
Paulo Londra,2,978753.43,12733,77.98
Duran Duran,1,976223.0,8980,108.71
Paul Simon,1,976118.63,5762,169.41
Chelsea Handler,7,971193.6,13753,71.41
Hi-Standard,1,970812.56,20000,48.54
James Taylor,2,963513.0,4675,206.3
Belle and Sebastian,5,953208.01,15898,57.56
Kraftklub,1,945836.1,9971,94.86
Ken Carson,2,928747.9,15700,59.04
Darius Rucker,2,920898.0,11096,92.92
Molotov,2,911649.93,19112,46.52
Daniel Tosh,7,905008.33,10952,77.49
"John Oliver, Seth Meyers",3,903818.5,7721,117.06
Jason Mraz,6,891610.38,11739,74.32
James,1,889983.29,10823,82.23
Josh Johnson,1,886780.0,13810,64.21
"""Manizales Grita Rock""",1,883365.22,11447,77.17
Laura Pausini,1,866168.01,8919,97.11
Sam Barber,5,853849.79,23017,36.11
Van Morrison,1,852340.73,6908,123.38
Sting,1,845564.75,5873,143.97
Young The Giant,3,844110.08,14407,58.32
Rise Against,7,843925.18,14887,57.0
Matisse,2,840956.63,18565,45.23
Los Fabulosos Cadillacs,1,836823.02,7709,108.55
TV Girl,4,835874.55,14138,61.07
Carlos Vives,1,829821.89,18776,44.2
Train,1,829295.0,14696,56.43
Luke Bryan,1,826578.0,10523,78.55
Dermot Kennedy,1,824494.69,12328,66.88
"""Harry Potter: Visions of Magic""",1,822088.32,10375,79.24
MARINA,1,819127.06,14457,56.66
"""Trinity College Ball""",1,814033.23,7254,112.22
Goo Goo Dolls,2,811850.29,12628,64.68
Siddhartha,2,804391.42,11760,72.39
ITZY,1,796833.2,6402,124.47
Hot Press,1,790414.8,9445,83.69
Natalia LaFourcade,2,774994.79,9863,87.1
Scouting For Girls,10,771342.57,17791,43.32
Bilmuri,4,768575.25,15002,51.49
Walls,1,766472.15,12096,63.37
Stavros Halkias,6,763253.5,13353,53.05
Tori Amos,4,754548.7,8726,85.6
"+LIVE+, Big Wreck",4,747046.89,15162,49.22
Wolfe Tones,1,741557.55,10718,69.19
"""Freely Fest""",1,741198.85,8325,89.03
Lamb of God,4,739623.17,11762,63.8
Eladio Carrión,1,735542.34,13672,53.8
Morgan Jay,4,726574.0,13876,51.81
Ed Maverick,8,726358.24,10410,72.09
Kem,2,720401.0,5602,128.64
Martin Lawrence,2,720223.0,5132,141.74
Sticky Fingers ,9,718741.42,19935,37.59
CMAT,4,713522.85,15398,49.08
Karan Aujla,1,700468.9,10521,66.58
Hatsune Miku,1,697420.02,7960,87.62
O.A.R.,1,697247.0,9470,73.63
Sabor Es Polanco,1,696802.14,7773,89.64
Nothing But Thieves,2,689034.27,11845,58.03
"""HBCU Aware Fest"", Coco Jones, Common",1,684649.0,9880,69.3
Camilo Séptimo,1,679148.13,14458,46.97
Kesha,1,678941.0,8926,76.06
KALEO,2,674862.0,10227,61.94
Djo,3,665724.69,13128,52.92
El Tri,1,663446.44,12907,51.4
Mitski,1,660953.07,8868,74.53
Sarah McLachlan,1,654266.0,6672,98.06
sombr,1,651642.78,13137,49.6
112,3,650798.78,8509,76.08
CORTIS,1,647733.73,5115,126.63
Victor Mendivil,2,644607.15,15921,40.5
Thee Sacred Souls,3,643791.35,13485,48.56
Nate Bargatze,1,643038.5,4883,131.69
Fobia,3,638522.68,11698,54.45
Kaytranada,2,633547.63,7370,84.31
Silvana Estrada,2,629918.88,11495,55.16
Alejandro Fernández,1,618639.0,7182,86.14
Nurse John,2,617608.75,10541,55.22
Matt Mathews,4,617171.41,11807,51.82
Trevor Noah,3,609941.0,8463,72.37
A Boogie Wit Da Hoodie,1,601058.48,5939,101.21
The Kid LAROI,3,600525.33,10596,57.01
The Streets,4,600180.72,8262,72.23
"""Help I Sexted My Boss""",2,594572.99,9416,62.6
Pentatonix,1,586686.16,8380,70.01
Celtas Cortos,2,586022.95,12194,44.83
bbno$,5,584428.24,12863,46.76
Two Friends,1,582379.0,9297,62.64
Black Label Society,4,576641.4,9879,58.12
John Oliver,2,575599.0,5084,113.25
Arly Larivière,1,568221.75,5004,113.55
Alicia Villarreal,2,562317.75,14570,38.6
Alesso,1,543700.0,8278,65.68
Royal Philharmonic Concert Orchestra,1,541709.85,6340,85.44
Puscifer,4,539264.87,7889,66.19
Poppy,5,535852.26,10568,50.4
Frei.Wild,1,534248.23,7692,69.46
Dark Star Orchestra,3,533302.85,11576,45.69
Aymen,1,532047.28,7665,69.41
Metronomy,1,531063.81,5971,88.94
Ali Wong,2,527083.0,6729,77.47
Jimmy Eat World,2,526416.5,8492,62.0
Halsey,1,526017.03,7372,71.35
Lucero,1,520774.35,9339,55.76
Stephen Wilson Jr.,4,518535.35,11918,43.13
Eslabon Armado,2,517790.0,6977,73.09
Kyla Cobbler,11,513693.8,11378,42.81
C-Kan,7,512526.15,11705,52.5
Big Thief,1,504100.12,7281,69.24
"""VACAFEST""",1,503462.0,5892,85.45
Metric,2,501275.04,8466,58.75
Keith Barry,17,492695.05,9207,51.26
Kreator,3,491339.61,7344,67.95
Hermanos Espinoza,1,491076.75,5056,97.13
"""I'm Grand Mam""",6,489603.34,9756,50.01
Simple Plan,2,485184.21,9190,51.92
311,1,485008.0,8108,59.82
SatchVai Band,3,480664.82,5903,81.41
The Fray,3,479060.59,8316,55.79
Harry Styles,1,476917.81,19397,24.59
Rainbow Kitten Surprise,3,467420.39,7889,59.51
Jim Jefferies,3,467227.68,7398,65.76
The 2 Johnnies,2,467146.51,9433,37.66
"""Netflix Is A Joke"", Franco Escamilla",1,463446.2,3691,125.56
Josh Ross,4,460935.09,10037,46.68
Brad Williams,7,458050.0,9935,46.34
Charles Ans,1,454844.59,9385,48.47
Dream Theater,1,451465.01,6055,74.56
Five Finger Death Punch,1,450844.88,5626,80.14
Milo,1,442717.01,7728,57.29
BLAST Premier,1,442010.0,14771,29.92
Derek Hough,2,436966.35,5413,80.64
Chris Tucker,2,435426.5,4971,86.43
Moonspell,1,431551.72,1796,240.28
James Acaster,2,424592.0,8956,47.14
Lauren Spencer Smith,5,422995.54,9525,44.71
Blue Man Group,2,421571.75,5919,68.91
Xavi,3,419498.49,6891,62.79
Diversity,5,416991.87,6194,67.75
Parkway Drive,2,415522.36,3787,109.72
The Rush Tribute Project,15,414753.76,8273,51.19
Deon Cole,2,414244.0,5800,71.42
Hayley Williams,3,406958.97,6474,62.86
Ringo Starr &amp; His All Starr Band,1,403189.44,3737,107.89
LANY,1,401980.35,4638,86.67
Foreigner,1,398685.76,5259,75.81
Dr. Neil deGrasse Tyson,2,398231.42,4885,81.56
fakemink,7,398227.6,12191,33.19
"""Party 101""",1,395563.0,2215,178.58
Grupo Bryndis,2,391131.0,6097,66.64
Jimmy Barnes,1,391090.86,5029,77.77
Bryce Crawford,6,390573.18,8641,44.44
The Human League,2,388269.5,4228,91.84
"""The Lovable Reunion Live""",1,383775.93,3246,118.23
"Steve Martin, Martin Short",1,383698.0,2718,141.17
BOYS LIKE GIRLS,5,383086.31,8030,47.69
Los Ángeles Azules,2,379128.4,5290,76.51
The Last Dinner Party,2,378955.27,6345,56.66
Akaash Singh,1,376114.6,5957,63.14
"Esteman, Daniela Spalla",5,372902.95,10204,39.22
Theresa Caputo,3,371009.9,4128,90.69
Seth Meyers,2,369399.83,5311,69.53
Ben Böhmer,1,366748.41,6209,59.07
John Legend,2,366038.63,2844,129.06
DJ Sara Landry,1,365567.17,5811,62.91
Urzila Carlson,1,364388.18,8754,41.63
Love of Lesbian,5,362002.0,8475,46.43
Akira Yamaoka,6,360937.5,9582,38.48
Anthony Hamilton,1,360282.0,2775,129.83
Jade,4,358224.17,8905,39.72
"Billy Currington, Kip Moore",2,357750.82,5558,63.06
Steve Earle,6,355377.21,5654,64.15
Coral Reefer Band,2,354012.68,5054,79.55
Juliana,1,353985.01,5552,63.76
Jesse Baez,2,353643.45,6198,57.06
Brian Regan,3,353145.58,6640,53.9
Morrissey,1,352687.5,3496,100.88
All Time Low,1,349061.78,5701,61.23
Hippie Sabotage,2,345785.0,6716,44.18
Blue Rodeo,2,344537.32,5478,62.87
Porter,1,338446.65,7783,43.49
MercyMe,1,338361.85,7387,45.81
Buddy Guy,1,335290.2,3535,94.85
Jarlath Regan,4,334333.65,9608,34.95
Lorna Shore,4,333903.74,6731,50.6
The Stray Cats,2,330369.5,3795,86.93
Miguel Mateos,1,330147.25,7978,41.38
Wanda Sykes,2,329502.01,4349,75.22
Tom Keifer,5,328396.4,7458,45.44
"""Vive Chihuahua Fest"", Lamb of God",1,326645.5,4739,68.93
Not For Radio,1,326170.0,4226,77.18
Banda Machos,1,325640.0,3580,90.96
Beto Cuevas,2,321997.24,4101,76.04
Morbid,1,321854.0,5333,60.35
Nothing More,5,321347.29,6995,45.64
"""Not Another D&amp;D Podcast""",1,317049.5,5523,57.41
"""Freestyle Explosion""",1,315634.3,3529,89.44
Stuart Mitchell,2,313823.41,8584,36.56
Franz Ferdinand,3,312355.38,5596,56.37
"Earth, Wind &amp; Fire",2,312036.0,5903,53.14
Musiq Soulchild,1,311111.83,3738,83.23
Super Furry Animals,2,308898.31,5317,58.42
Of Monsters And Men,3,303440.58,5188,58.41
"""Netflix Is A Joke"", ""Bad Friends Podcast""",1,301570.0,4036,74.72
Dierks Bentley,1,299767.39,4441,67.5
Black Jacket Symphony,11,298550.3,8675,36.18
Old Dominion,1,298246.61,4261,69.99
"""Nashville""",1,292669.7,2840,103.05
Zaz,2,285568.1,4218,70.54
Wolf Alice,2,283587.28,8104,35.22
No Te Va Gustar,2,280771.4,4451,61.41
Nimesh Patel,2,279741.7,6003,46.78
Kamala Harris,2,277629.4,3468,82.18
Ustad Rahat Fateh Ali Khan,1,277558.06,3044,91.18
Charley Crockett,2,274327.5,3805,66.08
Goose,1,273964.75,4456,61.48
Godsmack,1,272210.06,4045,67.3
Ricardo O'Farrill,1,269988.45,9097,29.68
Crudo Means Raw,1,269529.0,5419,49.74
"Helloween, Hammerfall",2,269332.0,3465,75.22
"""David Attenborough's Ocean In Concert""",1,265706.57,3337,79.62
Hermanos Gutiérrez,4,265297.6,5094,51.9
La Garfield,1,265020.03,3356,78.97
Marlon Hoffstadt,1,265013.61,4726,56.08
Patrick Miller,1,263620.8,10106,26.09
"""Claypool Gold""",1,262041.03,4636,56.52
The Cardigans,1,260518.72,6596,39.5
Parcels,1,259374.9,4866,53.3
Trey Kennedy,4,256830.24,5519,46.73
Kaiser Chiefs,2,256765.43,4200,61.12
Hugel,2,255667.58,3588,72.62
Jessie J,2,255603.96,3854,61.72
Patrick Watson,2,253320.28,6058,41.82
Rene Vaca,3,252005.75,4805,53.58
Warren Zeiders,2,250148.84,5243,47.05
Queens of The Stone Age,1,249405.5,2719,91.73
Good Kid,4,248347.0,7197,34.68
KC &amp; The Sunshine Band,2,247627.0,3052,80.97
Ashnikko,3,246700.52,5754,42.72
José María Napoleón,2,244935.5,3328,74.41
Turnpike Troubadours,1,243685.0,3554,68.57
Basement Jaxx,2,243405.7,2874,84.53
"Nothing More, Catch Your Breath",3,242778.5,5643,44.06
Vilma Palma e Vampiros,1,242641.01,4448,54.55
Houndmouth,3,238653.0,5433,41.15
Rosario,1,235936.0,2980,79.17
Masayoshi Takanaka,2,235141.0,3931,59.82
Celtic Woman,4,234390.84,4051,58.14
Amon Amarth,1,233954.39,3851,60.75
Midnight Generation,2,232344.49,5637,49.2
Bert Kreischer,1,231066.0,2793,82.73
October London,1,230821.0,2900,79.59
Lord Huron,1,230206.0,4386,52.49
Ray LaMontagne,1,228477.48,2821,80.99
"""Sideshow Lolla"", Interpol",1,227819.7,4511,50.5
Sons of Legion,9,225664.79,7546,30.52
Woodz,1,223973.1,1835,122.06
Backyard Band,1,223791.0,2702,82.82
Ron White,2,221974.0,2906,76.48
Mariachazo,1,220580.0,2121,104.0
Royal Philharmonic Orchestra,1,218707.5,2254,97.03
El Gran Silencio,1,218423.48,4236,51.56
"""The Fast Show""",3,218346.17,4187,51.63
Christopher Cross,2,215284.0,2837,71.1
"""Rivalry Showdown""",1,212901.0,5788,36.78
Matteo Lane,1,212424.06,3543,59.96
Skye Newman,2,212001.42,5536,38.15
Needtobreathe,2,210693.2,3169,66.56
Hasan Minhaj,2,209860.25,3474,60.47
Dance Gavin Dance,3,209669.23,4253,49.06
Nate Smith ,3,204919.5,6834,29.37
Toto,1,203908.0,2578,79.1
The Charlatans UK,2,203885.65,3761,54.19
Feid,1,202938.75,2425,83.69
Jodeci,1,202054.0,2211,91.39
Get The Led Out,3,201828.47,5118,40.33
Lenny Pearce,4,201644.23,5246,38.66
Tye Tribbett,1,201154.0,2900,69.36
George Thorogood &amp; The Destroyers,2,198879.64,3232,60.91
The Hives,1,196882.52,2014,97.76
Noochie,1,196589.0,2900,67.79
Ole 60,2,195434.5,5526,35.36
Yung Beef,1,195425.43,5818,33.59
Jason Isbell,2,195402.17,2531,75.88
Kraftwerk,1,193128.56,1815,106.41
Willie Nelson,1,190350.0,3000,63.45
"""Sideshow Lolla"", Djo",1,189136.41,4438,42.62
"La Fiera De Ojinaga, ""Vive Chihuahua Fest""",1,188319.0,1811,103.99
"""Crazy Ex-Girlfriend: The 10 (ish) Year Reunion Concert""",1,186776.25,3016,61.93
Sam Harris,1,185776.7,2059,90.23
Cooper Alan,4,185484.32,4898,37.55
Mika,1,184765.0,3578,51.64
Amble,2,184588.4,3884,47.53
Roberto Tapia,1,183456.75,2530,72.51
LYKN,1,183424.02,3086,59.44
Metalocalypse: Dethklok,1,183296.46,3302,55.51
Jo Koy,1,181925.0,1882,96.67
"The Temptations, The Four Tops",1,181242.0,2310,78.46
Hannah Berner,1,181236.3,3519,51.5
The Warning,1,181091.0,3552,50.98
J.I.D.,2,180485.85,3774,47.88
"""Stuff You Should Know""",3,179236.39,3236,55.15
Hakuna Group Music,1,178956.28,8000,22.37
Trombone Shorty &amp; Orleans Avenue,1,178739.0,3548,50.38
Tim Allen,1,178373.0,1981,90.04
Flatland Cavalry,2,177283.25,5046,35.39
Black Veil Brides,2,177166.13,3882,45.24
Jesse Welles,2,176825.0,4724,37.46
"Levity, Tape B",1,176477.0,3863,45.68
Spite,8,174758.5,6165,28.44
"""Talking Sopranos"" Podcast",1,174225.0,1796,97.01
Dita Von Teese,1,172792.49,2035,84.91
Max McNown,2,172764.23,4647,38.14
Jeff Dunham,1,172592.0,1510,114.3
Zakir Khan,1,169925.0,2563,66.3
Bobby Lee,1,169065.63,3411,49.56
Dropout Improv,1,169024.0,2588,65.31
The Midnight,2,168523.24,3128,53.41
Russell Dickerson,1,168020.7,3230,52.02
Machine Girl,5,166262.56,5269,31.5
Suede,1,164073.04,2776,59.1
The Growlers,2,163970.11,3564,47.89
Kenny Wayne Shepherd,2,163007.26,2290,70.97
Russell Peters,2,162028.0,2279,70.9
Dayseeker,2,160832.68,4386,36.32
Chevelle,1,160280.0,2708,59.19
Sigrid,2,160137.34,3008,52.95
Big K.R.I.T.,6,158914.25,5179,30.48
"Boy George, Culture Club",1,158409.0,2166,73.13
"Dethklok, Amon Amarth",1,157421.0,2432,64.73
Bush,1,156909.0,2639,59.46
The Breeders,1,156755.0,3314,47.3
Dani Martín,1,156452.39,2685,58.27
Jumbo,2,153988.1,3997,38.7
Devo,1,153977.0,2001,76.95
Passion Pit,1,153785.0,3632,42.34
"""The Monk"" By Rex Ryan",1,151627.49,3536,42.88
Lupe Fiasco,1,150765.0,3561,42.34
Jason Bonham’s Led Zeppelin Evening,2,150691.56,2391,61.4
Tash Sultana,1,149566.0,2927,51.1
Zarna Garg,1,148941.28,2775,53.67
Jools Holland &amp; His Rhythm &amp; Blues Orchestra,1,148287.46,1916,77.39
Drew &amp; Ellie Holcomb,2,145468.98,3002,48.49
James Morrison,1,144896.58,1966,73.7
"""The Price Is Right - Live""",2,143988.02,3556,40.49
Trampled By Turtles,1,143238.05,2276,62.93
"""The Dirty Dancing Concert Tour""",3,142793.3,3076,49.57
Grupo Niche,1,142480.1,2200,64.76
Laszewo,1,142369.0,3600,39.55
Michelle Buteau,2,142033.86,2843,50.39
David and Tamela Mann,1,141920.0,2038,69.64
Neil Delamere,2,141369.92,3577,39.44
Skrillex,1,141082.66,2461,57.33
"Wale, Smino",1,140091.0,2388,58.66
"""Gabby's Dollhouse Live""",2,138699.8,2869,48.66
Gavin James,2,138444.57,2544,53.64
Sleaford Mods,2,138283.73,3443,40.52
BRESH,1,137525.0,3700,37.17
