Headliner,Count,Total_Gross,Tickets_Sold,Avg_Ticket_Price
tripleS,4,103969.12,1201,86.03
The Exploited,1,103819.78,2530,41.04
The Fab Faux,1,103394.35,1069,96.72
Foos Gone Wild,1,102808.75,2501,41.11
The Lathums,3,102775.56,3796,27.55
Tom Papa,3,102504.0,2546,40.26
Funeral For A Friend,1,102356.22,2164,47.3
"Suicide Silence, Dying Fetus",2,102335.0,3200,32.46
Aleksey Igudesman,1,102009.0,1784,57.18
Modest Mouse,2,101995.45,2376,42.31
Trey Kennedy,1,101736.0,1637,62.15
Beth Hart,1,101343.78,1767,57.35
Dope Lemon,2,101264.09,2447,37.35
KURT.,3,101146.47,2950,33.93
Monolink,1,100882.62,2175,46.38
Steel Panther,4,100406.92,2808,35.57
Bang Yong-guk,6,99668.0,3175,32.33
Eddie Griffin,1,98914.0,1847,53.55
Justin Hayward,1,98770.15,1069,92.39
"""Ancient Aliens LIVE: Project Earth""",1,98731.0,1849,53.4
Tom Keifer,1,98558.35,2103,46.87
Jet,1,98527.4,1939,50.81
Tyler Hubbard,2,98087.17,2675,37.5
Eric Andre,1,97687.0,1896,51.52
Example,1,97669.48,3000,32.56
"""The More Life Tour"" Starring Randy Travis with James Dupré",1,97612.49,1445,67.55
The Drums,1,97494.75,2338,41.7
Pretenders,1,97298.39,1607,60.55
The Commodores,1,97295.25,1638,59.4
J Boog,3,96875.0,2938,31.68
Ruel,3,96595.44,2691,35.29
Michael Starring Ben - The UK's Ultimate Michael Jackson Tribute,1,96364.8,2711,35.55
Alex Fernández,1,96263.05,2204,43.68
The Dead South,1,95930.0,2280,42.07
Violent Femmes,1,95489.0,2433,39.25
Flatland Cavalry,4,95272.0,4046,24.02
The String Cheese Incident,1,94687.0,1361,69.57
DVSN,3,94398.52,2964,29.65
Kneecap,2,94074.89,2767,34.11
The Wood Brothers,1,93792.5,2578,36.38
Aunty Donna,2,93779.68,2478,37.86
Loreena McKennitt,1,93349.0,1344,69.46
Brian Jonestown Massacre,3,93264.91,3350,28.06
Milky Chance,1,93254.0,2420,38.53
Railroad Earth,1,93237.5,2370,39.34
Beverley Knight,1,93121.9,1736,53.64
Papa Roach,1,92191.25,1428,64.56
Bakar,2,92037.05,3124,30.37
IDLES,1,91842.38,1907,48.16
Aminé,1,91722.62,1968,46.61
Lucybell,1,91683.61,3159,29.02
Peter Cat Recording Co.,10,91522.05,4363,20.44
The Mary Wallopers,2,91327.92,2835,26.51
John Crist,1,90746.0,1665,54.5
Mike + The Mechanics,1,90740.18,1471,61.69
Saxon,2,90003.7,2045,43.4
Toosii,1,89649.5,2425,36.97
Dylan John Thomas,2,89537.26,3550,25.22
The Ataris,2,89087.0,3214,28.87
Aqua,1,87880.4,1334,65.88
The Mavericks,1,87833.5,1475,59.55
Big Wild,3,87806.75,2703,32.36
Sigala,2,87483.44,3542,24.86
Bruce Cockburn,2,87323.13,1807,49.59
Silvana Estrada,1,87306.04,3037,28.75
St. Paul &amp; The Broken Bones,2,87160.2,1666,52.52
ABBA The Concert:  A Tribute To ABBA,1,87064.0,1455,59.84
Leanne Morgan,1,86909.54,1536,56.58
David Gray,2,86183.34,1179,73.22
Leonid &amp; Friends,2,86029.5,1962,48.36
Dinosaur Jr.,2,85889.0,2422,35.53
Javier Ibarreche,1,85794.01,3081,27.85
Javier Blake,1,85626.31,2700,31.71
Scotty McCreery,1,85613.0,1532,55.88
Kip Moore,1,85568.03,2523,33.92
Brad Williams,1,85285.75,1940,43.96
Jimmy Kenny and The Pirate Beach Band,3,85267.9,4189,20.61
David McSavage,2,85244.07,2346,36.34
Keith Barry,4,84996.37,2318,36.99
Charlie Sheen,1,84845.0,1384,61.3
Feist,2,84678.66,1473,57.16
Neck Deep,1,84579.79,1945,43.49
"""In Conversation with The Sopranos""",1,84461.1,1069,79.01
"""Riverdance""",1,84242.25,1439,58.54
Yes,1,83996.0,1044,80.46
Shed Seven,1,83862.36,1900,44.14
Suki Waterhouse,5,83803.6,3783,22.03
Darcy &amp; Jer,3,83731.37,2282,37.5
The Black Crowes,1,83460.31,1620,51.52
Tegan And Sara,2,82534.41,1883,43.22
Teenage Fanclub,4,82378.68,2342,35.09
Trampled By Turtles,1,82346.5,1955,42.12
Heilung,1,82284.52,3292,25.0
Southside Johnny &amp; The Asbury Jukes,1,82274.5,1685,48.83
Epik High,1,81888.9,1523,53.77
The State,1,81801.0,899,90.99
Rodney Carrington,1,81396.0,1188,68.52
Pablo López,2,81103.82,2279,41.0
Pink Floyd Laser Spectacular,3,80800.05,2327,34.45
grandson,5,80398.33,3210,25.27
Wegz,1,80035.0,1115,71.78
Bullet For My Valentine,1,79624.67,1996,39.89
Tracy Morgan,1,79545.0,1069,74.41
Michael Bolton,1,79130.0,1242,63.71
Elton Dan and the Rocket Band,5,78921.84,2185,38.71
Taburete,1,78896.52,1859,42.44
Electric Callboy ,2,78652.0,2360,33.16
"""The Taylor Party""",3,78249.0,3474,22.37
Jared Freid,2,78171.5,2049,38.3
La Femme,2,77900.63,2313,34.08
Eric D'Alessandro,2,77897.8,1639,47.78
Colony House,3,77107.84,2541,24.55
The Change,2,77004.44,1610,42.38
Sonata Arctica,1,76802.64,1989,38.61
The Man In Black: A Tribute to Johnny Cash,2,76361.2,1904,39.76
The Cat Empire,2,76130.91,1837,41.58
NOTD,1,75804.6,1658,45.72
Easy Life,2,75529.36,2628,29.58
Brittany Howard,1,74633.5,1193,62.56
Sanah,1,74199.11,798,92.98
Steven Curtis Chapman,1,74159.5,1660,44.67
"""Christmas On Ice""",1,74140.0,1952,37.98
Lizzy McAlpine,1,73942.0,2278,32.46
Felipe Esparza,2,73185.0,1406,52.38
Futurebirds,1,73036.52,2206,33.11
The Academic,2,72946.89,2826,25.06
John Gibbons,2,72899.12,2712,27.43
La Garfield,1,72652.82,2754,26.38
The Reytons,1,72433.12,2197,32.97
Explosions In The Sky,1,72380.0,1540,47.0
Declan McKenna,1,72119.66,2017,35.76
"Tony Baker, KevOnStage",1,71973.75,1160,62.05
"Armor For Sleep, Hawthorne Heights",3,71719.5,2380,29.92
John Cleese,1,71654.0,1317,54.41
Avatar,2,71638.98,2560,27.28
Clubz,1,71422.68,2807,25.44
Gavin James,1,71281.03,1661,42.91
Larkin Poe,2,71249.44,2324,30.53
Yung Gravy,1,71100.12,1941,36.63
Zebra,1,71044.75,1101,64.53
Rise Against,1,71013.44,1824,38.93
Colt Ford,2,70776.0,1944,38.12
Steve Hackett,1,70682.5,943,74.95
Delta Goodrem,4,70403.77,1492,46.42
Bengala,1,70387.56,2823,24.93
Editors,1,70254.23,1900,36.98
+LIVE+,1,70013.5,877,79.83
Desi Banks,1,69981.0,1823,38.39
Circa Waves,2,69909.24,2726,25.64
Postmodern Jukebox,2,69701.0,1319,53.42
Ryan Hamilton,1,69680.0,1912,36.44
"Paul Brandt, Terri Clark",1,69672.32,1300,53.59
TV Girl,1,69280.21,1900,36.46
The Opposites,1,68901.3,1963,35.1
Matisyahu,2,68746.05,1740,39.0
CloZee,1,68497.75,1765,38.81
Andrew Bird,1,68443.0,1358,50.4
Los Lonely Boys,1,68251.0,1353,50.44
Alabama 3 (A3),3,68214.07,2180,30.19
"Black Country, New Road",2,68007.73,2880,23.39
Insite,1,67902.31,2032,33.42
Röyksopp,1,67746.32,1981,34.2
#IMomSoHard,2,67685.0,1286,52.22
Seth Meyers,1,67573.45,916,73.77
Hippie Sabotage,2,67540.5,2354,29.84
Birdy,1,67443.81,1565,43.1
Shangela,1,67327.5,1159,58.09
One Vision of Queen feat. Marc Martel,1,67005.0,1709,39.21
Lil Tecca,1,66898.4,1573,42.53
Technicolor Fabrics,1,66586.36,2688,24.77
Michael Carbonaro,1,66524.0,862,77.17
Mariachi Sol de Mexico de Jose Hernandez,1,66269.0,1409,47.03
DJ Shadow,1,66263.78,1435,46.18
Silky,2,66228.29,2614,25.25
Sugababes,1,65995.54,1354,48.74
Andy Grammer,1,65907.7,1573,41.9
Zapp,1,65872.0,1820,36.19
Jordan Rakei,1,65645.15,1646,39.88
Bachman-Turner Overdrive,1,65623.3,797,82.34
Chelcie Lynn,2,65613.0,1464,44.97
"""Festival Bravo""",1,65535.7,4471,14.66
"""Night Of The Living Drag""",1,65521.0,798,82.11
Big Gigantic,1,65015.0,1981,32.82
"""Straight Up With Stassi Live""",1,64985.45,1069,60.79
"Jimmy Eat World, Manchester Orchestra",1,64538.0,1557,41.45
Elephant Sessions,1,64479.43,2042,31.58
Los Pericos,2,64426.6,2482,26.47
Biig Piig,2,64395.6,1130,85.45
Brian McKnight,1,64247.0,996,64.51
After 7,1,63871.0,909,70.27
JP Cooper,3,63853.8,2042,31.41
Bruses,1,63535.4,2715,23.4
Pierre De Maere,1,63445.25,1888,33.6
MisterWives,1,63288.0,1779,35.58
De La Soul,1,63209.24,1784,35.43
Devendra Banhart,1,63005.5,1940,32.48
Mary Chapin Carpenter,1,62980.0,872,72.22
Rival Sons,1,62947.21,1814,34.7
Rainbow Kitten Surprise,2,62909.23,2932,21.54
"""Lollapalooza Aftershows"", The Rose",1,62700.0,1425,44.0
Chris Isaak,1,62540.5,752,83.17
Stayin' Alive - The Bee Gees Tribute,1,62364.63,1357,45.96
Pouya,2,62081.5,2273,28.02
Leela James,1,62081.5,937,66.26
Sho-Hai,2,62008.66,1614,38.04
"""Atencion Atencion""",1,61431.5,1037,59.24
Los Blenders,1,61284.11,2690,22.78
Madeleine Peyroux,2,61113.24,1096,55.11
The Stunning,1,61027.64,1613,37.83
Gin Blossoms,1,60907.9,1282,47.51
"""This Is Important Live""",1,60907.0,788,77.29
"Matt Fraser ""Psychic Medium""",1,60843.0,1277,47.65
Rayden,1,60717.97,1629,37.27
Lali,1,60703.38,1145,53.02
Lost In Music - One Night At The Disco,1,60334.6,1513,39.88
Lloyd Cole,1,60247.48,1298,46.42
King Krule,1,60144.81,1661,36.21
Niko Moon,3,59931.0,2407,24.93
Bootleg,1,59901.69,1900,31.53
Asking Alexandria,1,59801.0,1614,37.05
Bad Religion,1,59672.55,1377,43.34
The Bogmen,1,59446.5,1445,41.14
Miranda Sings,1,59417.2,1069,55.58
Kyiv Grand Ballet,1,59264.0,830,71.4
Amon Amarth,1,59082.75,1385,42.66
"""A Charlie Brown Christmas Live""",2,58851.13,1380,41.78
Justin Willman,1,58082.0,1497,38.8
Embrace,1,57998.07,1559,37.2
Dexys ,1,57839.64,1205,48.0
Knock2,3,57603.5,1743,32.64
Bratty,1,57148.72,2646,21.6
DecPierce Block Rockin Beats,1,57087.63,1727,33.06
Airbourne,2,56878.29,1750,32.5
Stryper,1,56873.0,1253,45.39
Queen Of The Night - A Tribute to Whitney Houston,2,56764.02,1540,38.61
Dire Straits Experience feat. Chris White,1,56448.38,1112,50.76
"""1964"" The Tribute",1,56260.87,1277,44.06
Choir! Choir! Choir!,2,56222.42,1870,30.06
Metejoor,1,56211.29,1717,32.74
Ward Thomas,2,56164.12,1772,31.7
Newton Faulkner,4,56137.37,1641,33.9
Jim Norton,1,56069.5,1069,52.45
"Buckcherry, Skid Row",1,56059.2,1210,46.33
Ezra Collective,2,55970.55,2465,23.34
LANY,2,55905.08,1570,34.87
Rob Schneider,1,55849.6,1069,52.24
GoGo Penguin,1,55740.92,1943,28.69
Badflower,1,55339.5,1873,29.55
The Wonder Years,1,54986.05,1487,36.98
"""Lollapalooza Aftershows"", Noah Kahan",1,54862.0,1425,38.5
Peter Doherty,3,54687.29,1471,37.18
Ann Wilson &amp; Tripsitter,1,54577.0,1258,43.38
Chucho Rivas,1,54475.76,1424,38.26
Bayside,1,54367.4,1360,39.98
Terri Clark,1,54224.71,1188,45.64
Charles Wesley Godwin,2,54068.0,2025,26.72
Queensrÿche,1,53937.8,1325,40.71
The Coral,1,53907.73,1552,34.73
Loreen,2,53860.49,2150,25.0
Mary Black,1,53765.77,1246,43.15
Tye Tribbett,1,53708.3,1039,51.69
bbno$,2,53656.77,1884,27.75
Grace Potter,1,53647.95,1269,42.28
Jimmy Failla,1,53578.45,932,57.49
Omar Chaparro,1,53513.1,1617,33.09
"""Not Another D&amp;D Podcast""",1,53189.0,801,66.4
Warhaus,1,53122.82,1915,27.74
Maddie &amp; Tae,2,52896.0,1759,29.55
Future Islands,1,52729.75,1872,28.17
The Compact Disk Dummies,1,52612.84,1944,27.06
Alex Ferreira,2,52603.8,2238,23.74
Denzel Curry,1,52529.17,1300,40.41
Candlebox,1,52449.8,1298,40.41
D.L. Hughley,1,52443.5,1310,40.03
Justin Quiles,1,52291.0,840,62.25
"""Sorry Papi""",1,52000.0,1767,29.43
De Jeugd van Tegenwoordig,1,51958.42,1959,26.52
Bryce Vine,2,51893.0,1902,26.67
Heaven 17,1,51868.55,1300,39.9
Half Moon Run,2,51861.41,1875,27.0
The Chats,1,51801.18,1700,30.47
Great White,1,51493.5,971,53.03
Rumours of Fleetwood Mac,1,51340.0,1101,46.63
The Murder Capital,2,51324.31,1982,24.8
The Hu,1,51294.07,1570,32.67
Käärijä,2,51239.15,2050,24.94
"""Remembering Noel Bridgeman""",1,51066.59,1223,41.76
Thank You For The Music - The Ultimate Tribute to ABBA,1,51011.18,1170,43.6
"""Se Me Subió el Muerto - Podcast""",1,50778.76,1920,26.45
Girl Named Tom,2,50725.29,1135,43.84
Hundred Reasons,1,50520.58,1615,31.28
Dirty Deeds – The AC/DC Experience,1,50470.0,1792,28.16
BADBADNOTGOOD,1,50388.0,1379,36.54
The Divine Comedy,1,50382.25,1141,44.16
Weston Estate,2,50377.0,1826,27.54
Kchiporros,2,50364.07,1919,25.18
Lous And The Yakuza,1,50297.63,1888,26.64
Matt Rogers,1,50164.0,1100,45.6
Oliver Tree,1,50158.51,1242,40.39
Micky Dolenz,1,49915.35,601,83.05
Viagra Boys,1,49799.75,1615,30.84
Carly Pearce,1,49299.0,1243,39.66
Stephen Lynch,2,49171.88,1378,35.7
A.J. Croce,1,49070.0,781,62.83
"""Global Ska""",1,48795.92,2367,20.62
"""The Paramount Comedy Series"", Pete Correale",1,48649.0,1069,45.51
Twiddle,1,48464.9,1496,32.4
"""The Second Captains Podcast""",1,48266.21,1234,39.11
The Script,1,48245.32,744,64.85
Jessica Kirson,1,47988.0,1069,44.89
Garth Marenghi,3,47954.02,1546,32.38
Judah &amp; The Lion,2,47529.0,1529,30.84
Gryffin,1,47526.75,1956,24.3
Karen Dunbar,11,47521.59,2086,23.13
"Apocalyptica, Epica",1,47332.42,1294,36.58
Gary Owen,1,47315.0,986,47.99
Madison Beer,1,47205.0,1069,44.16
The Interrupters,1,47180.0,1344,35.1
Silversun Pickups,1,47079.7,1143,41.19
Kevin Herrera,1,47063.58,1069,44.03
Cut Copy,1,46847.6,1912,24.5
Trombone Shorty &amp; Orleans Avenue,1,46802.0,952,49.16
Nancy Wilson's Heart,1,46751.7,643,72.71
Tom Walker,2,46748.96,1610,31.66
Destroy Lonely,1,46733.35,1217,38.4
The Ghost Inside,2,46614.39,1214,36.42
Roy Wood Jr.,1,46347.0,1146,40.44
Fatherson,3,46111.68,1950,23.14
Jo Dee Messina,1,45929.0,1214,37.83
Bright Eyes,1,45885.0,1297,35.38
Nigel Ng,1,45744.08,1279,35.77
Coely,1,45638.23,1925,23.71
Night Ranger,1,45590.0,611,74.62
Noah Reid,2,45573.06,1323,34.02
Brett Kissel,1,45465.66,3400,13.37
Herb Alpert,1,45465.58,858,52.99
Lukas Nelson &amp; Promise Of The Real,3,45201.95,1413,33.36
Ayra Starr,1,45192.5,1182,38.23
Dylan Scott,1,45093.0,1382,32.63
Darius,1,44968.7,1412,31.85
The Midnight,1,44942.0,1289,34.87
SOJA,2,44918.1,1104,40.4
Foy Vance,1,44857.14,1200,37.38
Back to the Eighties Show with Jessie's Girl,1,44788.0,1573,28.47
"""Peppa Pig Live""",1,44780.0,1168,38.34
The MerseyBeat- Beatles Tribute Band,1,44766.91,1298,34.49
Roger Clyne &amp; The Peacemakers,2,44735.0,1132,33.02
Wet Leg,1,44468.75,1200,37.06
Reckless Kelly,1,44403.0,1694,26.21
Fight Like Apes,1,44229.16,1577,28.05
Wayne Newton,1,44200.0,831,53.19
Yannis Pappas,1,44126.5,1069,41.28
Yo La Tengo,1,44090.29,1226,35.96
Phil Rosenthal,1,44075.36,1241,35.52
"""EMO Night Brooklyn""",8,44069.0,2826,15.74
Sylvie Kreusch,1,43975.21,1933,22.75
Starship,1,43957.0,1359,32.35
The Laurie Berkner Band,1,43713.2,1069,40.89
David Duchovny,2,43561.14,748,58.2
Shayne Ward,2,43497.31,1121,37.3
Empire State Bastard,2,43382.52,1255,33.28
Steve Hofstetter,3,43243.5,1181,34.51
Club De Fans,1,43182.2,1200,35.99
Raye,1,42906.96,1581,27.14
David Cross,2,42820.17,981,43.64
Pat McGann,1,42807.5,1069,40.04
Portland,1,42543.94,1938,21.95
Saint Phnx,1,42457.47,1899,22.36
Ash,2,42433.35,1324,32.03
Bird On The Wire,1,42323.89,1132,37.39
Prof,2,42033.5,1526,26.66
Lime Cordiale,2,42006.03,1391,29.66
"""Burt Block Party"", Glass Tiger",1,41831.27,3069,13.63
Igorrr,2,41733.24,1871,22.3
Unknown Mortal Orchestra,1,41677.99,1300,32.06
Gaz Coombes,2,41343.81,1364,30.42
"""Lollapalooza Aftershows"", Peach Pit",1,41325.0,1425,29.0
Joss Favela,1,40925.63,1188,34.45
"""Wheel of Fortune - The Live Tour""",1,40919.25,967,42.32
ABBA Mania (The Original From London's West End),1,40631.0,843,48.2
Ryan McMullan,2,40576.23,1325,30.06
Leith Ross,4,40436.73,2240,17.32
Scala &amp; Kolacny Brothers,1,40288.33,1101,36.59
"""Irish Artists For Palestine""",1,40271.55,1240,32.48
"""Lollapalooza Aftershows"", Iván Cornejo",1,40250.0,1150,35.0
Benson Boone,3,40223.08,1689,22.37
Lea Heart,1,40210.39,1509,26.65
Amyl and the Sniffers,1,40185.0,1374,29.25
Ron Sexsmith,3,40125.87,847,44.71
Franc Moody,3,40115.22,1686,24.28
Self Esteem,1,39941.64,1617,24.7
The Cream Of Clapton Band,2,39884.4,1194,35.9
Hardkiss,1,39824.08,698,57.05
Nathan Dawe,2,39789.95,1585,25.02
Sal Valentinetti ,1,39531.3,1000,39.53
Motel,1,39263.59,1198,32.77
Hot Mulligan,1,39227.75,1135,34.56
Christopher Cross,1,39120.0,600,65.2
Rod Tuffcurls And The Bench Press,3,39089.0,1613,24.46
Dzem,1,39003.0,596,65.44
"Unforgettable Fire - Trib. to U2, Fix You",1,38997.5,1573,24.79
Neil Zaza,1,38848.5,749,51.87
Enter Shikari,2,38594.02,1077,36.11
Steve Backshall,1,38576.25,1090,35.39
Hamsandwich,1,38522.98,1254,30.72
GAYLE,4,38395.0,1744,22.51
Tom Allen,1,38201.68,1298,29.43
L.A. Guns,1,38098.5,1274,29.9
Diarrhea Planet,1,37891.38,1077,35.18
Russell Howard,1,37762.75,919,41.09
"""A Crime World Presentation with Nicola Tallant""",1,37670.08,1219,30.9
Drive-By Truckers,2,37640.3,902,41.24
The Doors Alive,1,37483.72,1513,24.77
Destroy Boys,3,37374.13,1514,25.33
"""Bresh!""",1,37339.18,1628,22.94
Portugal. The Man,1,37298.88,1014,36.78
Kiefer Sutherland ,1,37286.95,881,42.32
Des Bishop,1,37275.34,1181,31.56
Celebrating Billy Joel - America's Piano Man '50 Years of Billy',1,37263.0,921,40.46
Los Dynamite,1,37140.54,1562,23.78
Overmono,1,37140.31,1176,31.58
Orbital,1,37123.54,941,39.45
Brooke Combe,2,37081.97,1900,19.48
Peach Pit,1,37050.0,1482,25.0
The Soup Dragons,1,36912.05,981,37.63
Here Come The Mummies,2,36901.0,1244,31.37
Rupi Kaur,1,36889.65,590,62.52
Yächtley Crëw,1,36881.0,948,38.9
Vistas,1,36826.3,1800,20.46
Death Grips,1,36786.46,850,43.28
Yves Tumor,2,36746.8,1887,17.16
One Night of Queen Perf. By Gary Mullen,1,36640.0,665,55.1
Yngwie Malmsteen,1,36435.4,686,53.11
Inspiral Carpets,1,36434.7,1167,31.22
Legends In Concert,1,36382.0,1163,31.28
Jeffrey Ross,1,36252.0,984,36.84
Bersuit Vergarabat,1,36162.42,1462,24.73
The Undertones,1,35764.06,846,42.27
Big Bad Voodoo Daddy,1,35646.5,786,45.35
Jean-Marc Parent,1,35559.6,893,39.82
Anees,1,35509.0,1611,22.04
"""Lovett Or Leave It""",1,35477.0,745,47.62
Tommy Emmanuel,1,35398.6,632,56.01
La Vela Puerca,1,35352.72,1167,30.29
Sunny Day Real Estate,1,35274.0,909,38.81
Andrés Suárez,1,35269.19,1172,30.09
Majid Jordan,1,35246.98,1365,25.82
Herb Alpert and Lani Hall,1,35238.13,691,51.0
Deirdre O'Kane,1,35157.5,1119,31.42
Nothing More,1,35042.0,957,36.62
Steve Earle,1,34958.57,761,45.94
Fernando Delgadillo,1,34879.6,484,72.07
M83,1,34719.0,905,38.36
Beast In Black,2,34646.53,1411,24.56
Donovan Morales,1,34535.44,948,36.43
"""Best Night Ever Party""",5,34503.0,1832,18.46
Skinny Living,4,34287.09,1461,23.32
Jada Pinkett-Smith,1,34281.0,605,56.66
Maz Jobrani,1,34158.0,654,52.23
Rubytates,1,33786.58,1555,21.73
glaive,2,33786.53,1374,22.56
Alizzz,1,33685.75,1047,32.17
TesseracT,1,33638.26,894,37.63
Shane Todd,1,33581.28,1060,31.68
Kolby Cooper,4,33406.0,2237,14.72
Clinton Kane,2,33367.31,1550,21.22
Charlotte De Witte,1,33298.45,459,72.55
Caroline Polachek,1,33293.72,1079,30.86
The White Buffalo,2,33188.5,1203,27.34
That Mexican Ot,1,33103.0,991,33.4
Kult,1,33071.77,559,59.16
Hobo Johnson,2,33025.0,1300,25.52
Best of the Eagles - Tribute Band,1,32893.0,1024,32.12
"""Niall 'Bressie' Breslin - Where is my Mind? Podcast""",1,32668.52,1103,29.62
"""K-Pop Club Night""",3,32570.0,1438,22.61
Skylights,3,32486.59,1704,16.97
Disco Biscuits,1,32381.0,542,59.74
Pop Evil,3,32314.81,1104,27.51
Men I Trust,1,32259.0,949,33.99
Young Nudy,1,32235.0,999,32.27
Let's Sing Taylor - A Live Band Experience,1,32186.75,1573,20.46
Isaiah Rashad,1,32130.6,850,37.8
"Emily King, Devon Gilfillian ",1,32110.97,867,37.04
Amigo the Devil,1,32093.5,1019,31.5
The Legendary Wailers,1,32073.85,1100,29.16
"""Brasas México""",2,32034.82,4810,6.79
Please Don't Destroy,1,31988.0,786,40.7
The Gilmour Project,1,31940.0,1023,31.22
Donnie Baker,1,31898.0,644,49.53
Jai Wolf,2,31836.5,1170,27.53
Against The Current,2,31824.79,1257,25.34
Don Felder,1,31766.0,1120,28.36
SPICE WANNABE - The Spice Girls Tribute,1,31753.0,979,32.43
Alexandra Kay,3,31753.0,1325,22.19
Paradise Lost,1,31708.98,850,37.3
Harvest,1,31659.72,1298,24.39
Lauren Mayberry,1,31527.2,1000,31.53
Harry Mack,1,31527.2,1000,31.53
CupcakKe,2,31445.0,1364,23.05
The Elovaters,2,31442.0,1233,25.54
Danny Pellegrino,1,31396.0,600,52.33
BAT: The Music of Meat Loaf,1,31309.0,633,49.46
Jason Byrne,1,31263.2,858,36.44
The Garden,1,31136.0,947,32.88
Ari Shaffir,1,31065.0,1079,28.79
DMA's,1,30894.71,956,32.32
Jawny,4,30696.1,1838,16.93
SYML,2,30615.26,1114,24.7
Margaret Cho,1,30607.85,516,59.32
Ross Mathews,1,30605.43,641,47.75
Theo Katzman,2,30482.19,975,31.19
Jimmy Dore,2,30420.0,738,41.32
Rick Wakeman,1,30400.5,504,60.32
The 502s,2,30352.33,1756,16.8
VNV Nation,1,30322.5,1000,30.32
King Kong Company,1,30247.08,1031,29.34
July Talk,1,30224.31,1086,27.83
Samantha Bee,1,30164.6,468,64.45
Red Hot Chilli Pipers,1,29802.2,712,41.86
Carcass,1,29741.88,850,34.99
Rianne Downey,6,29731.32,1894,14.39
Dave Mason,1,29651.0,491,60.39
P-Lo,1,29650.0,1110,26.71
Vacations,1,29619.97,868,34.12
Spoon,1,29525.0,655,45.08
Anuhea,2,29348.0,884,34.69
Wunderhorse,2,29205.36,1600,17.15
Trueno,1,29090.04,1031,28.22
moe.,1,29076.0,764,38.06
Clavish,2,28991.21,1850,15.8
Starsailor,1,28981.07,938,30.9
Papadosio,1,28926.0,850,34.03
Corrosion Of Conformity,2,28920.53,947,30.0
"""Biggest Disco""",1,28881.02,453,63.76
Swans,1,28822.45,778,37.05
We Are Scientists,3,28811.57,1126,26.04
Radio Gaga,1,28749.84,670,42.91
Cammy Barnes,5,28672.61,1428,20.04
"""Conor Sketches Live""",1,28548.37,712,40.1
Stayin' Alive: One Night of the Bee Gees,1,28541.0,516,55.31
Lucy Spraggan,1,28381.7,1081,26.26
Tennis,2,28322.0,1122,25.24
Black Flag,1,28257.26,838,33.72
The Zombies,1,28187.5,622,45.32
Chingadazo de Kung Fu,1,28043.29,1837,15.27
"""The Live Last Waltz"" feat. The Group - Trib. to The Band",1,28038.87,839,33.42
Moncrieff,2,27996.67,1481,17.88
Dead Kennedys,1,27914.75,846,33.0
Billie Marten,3,27675.13,1340,21.11
Obituary,1,27605.5,850,32.48
Hulvey,3,27500.0,1250,21.95
Marco Mares,1,27491.78,1287,21.36
Songer,3,27474.93,1073,25.55
Wild Child - Trib. to The Doors,1,27439.4,1286,21.34
Panchiko,2,27372.7,1082,24.24
Jinjer,1,27342.12,899,30.41
Atreyu,2,27250.15,1018,27.4
Mike Campbell &amp; the Dirty Knobs,1,27222.0,523,52.05
"""Disco Night""",1,27200.8,1081,25.16
G. Love,1,27079.5,640,42.31
Couch,2,27062.0,1400,19.06
Twin Atlantic,1,26924.92,980,27.47
The Aquabats,1,26905.0,971,27.71
Yoss Bones,1,26562.42,1148,23.14
Alfie Boe,1,26495.46,395,67.08
Slacker Media Group,3,26485.0,1675,17.66
Alex Agnew,1,26464.83,780,33.93
Billy Talent,1,26377.14,850,31.03
Hawthorne Heights,1,26375.0,800,32.97
Polyphia,1,26346.5,667,39.5
Girls Overheard,2,26344.12,790,32.3
Ethel Cain,1,26230.63,1300,20.18
Dillom,1,26216.33,635,41.29
Black Midi,1,26150.0,958,27.3
Wage War,1,26060.05,895,29.12
Sueco,2,26045.0,1181,22.06
Hannah Berner,1,25996.0,824,31.55
Whole Lotta Zepp,1,25964.33,792,32.78
Squid,1,25717.5,1032,24.92
Soulja Boy,1,25650.0,660,38.86
Dehd,1,25600.0,901,28.41
Henry Moodie,2,25564.58,1252,19.8
Carlos Mencia,1,25486.0,584,43.64
Paul Cauthen,1,25463.0,632,40.29
"""Lollapalooza Aftershows"", Magdalena Bay",1,25450.0,1018,25.0
Heather McDonald,1,25418.1,504,50.43
The Nude Party,2,25417.0,1074,22.66
Hamish Hawk,5,25377.69,1495,17.04
Aba N Preach,1,25355.0,600,42.26
Caity Baser,3,25322.31,1315,20.18
"""Party 101""",2,25310.0,1480,16.47
The Japanese House,1,25221.76,1000,25.22
Stayin' Alive - The Ultimate Trib. to Bee Gees,1,25029.0,580,43.15
Sixteen Candles,3,24890.0,1441,17.52
We Three,3,24878.6,1028,24.31
Majo Aguilar,1,24830.72,1040,23.88
Michael Schenker,1,24826.44,498,49.85
Countess Luann De Lesseps,1,24787.0,931,26.62
Finch (band),1,24774.08,561,44.16
Skindred,1,24636.45,846,29.12
Megan Moroney,1,24591.21,1300,18.92
Dawes,1,24312.0,600,40.52
Fear Factory,1,24292.84,748,32.48
The Dip,2,24273.0,1073,22.64
"""True Crime Obsessed Live!""",1,24120.0,603,40.0
The Last Dinner Party,2,24065.26,1270,19.0
Badly Drawn Boy,1,24034.22,600,40.06
Max Weinberg's Jukebox,1,23975.9,517,46.38
Larry Fleet,1,23968.75,726,33.01
